samples,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109
zozow1t-48b,0,0,0,0,0,0,4.611417,1.3983594,0,0,0,0,0,0.63230085,2.4901638,0,0,2.6868546,2.2944279,0,1.3466115,0,3.420466,0,0,2.9738538,0,0,0.31122285,0,0,0,6.870511,0,0,1.4582475,4.6643915,3.6628034,1.9855003,3.814106,0.11263096,5.301554,0,1.1874884,2.4563222,0,0,3.746783,0,0,0.9555193,0,0,2.6996353,0,0,0,0,1.5859975,0,2.2022314,0,0,0,2.1102443,0.35976294,6.6229534,0,0,0,0,2.2705755,0,1.6803825,1.2125317,1.7195542,4.3286715,0,0.42883968,0,0,0,0,0.68038607,0,0,3.0672386,0,0,2.7197552,0.6452711,0,0,1.9615486,0,0.49456263,0,0,0,6.108847,0,0,0,0,0,3.7587428,0,0,1.7796304,3.5853589
zozow1t-49,0,0,0,0,0,0.8717271,4.7948084,0,0,1.010387,3.2536507,0.54759014,0,0.6679608,1.4303263,0,0.18188103,0,0,0,1.3608793,0,6.193391,0.075979695,1.5482969,1.3462543,0,0,1.5917833,0,0,0,5.0851655,0,0,0,4.19101,0.61998147,2.217173,0.4590824,2.1845586,3.303494,0,1.3700924,0,0,2.161394,4.065587,0,0,0.80935144,0,0,0,2.1947463,0,0,0,4.6933026,0,4.0550175,0,0.31759694,0,0,0.8011239,4.4085965,0,0,0.042128056,0,2.5033116,0,3.403437,0,4.5832367,0,0,1.1908087,0,0,1.2958488,0,0,0,0,0,0,0,5.014091,0,0,0,0.26997355,2.7446365,0,0,0,0,10.200612,0,1.599127,0,0,0,8.121887,0.92455465,0,5.9288,4.919893
zozow1t-50,0,0,0,0,0,10.125314,0,14.455072,0,0.20868848,0,0,7.429104,0,4.2691927,0,0,11.783428,0,2.8543658,0,10.104509,0,11.561663,0,4.0571985,0,0,0,0,0,3.0649803,0,11.072313,0,1.7525741,0,4.2542934,5.4826546,0,0,0,0,3.3698273,16.491428,0,7.7263193,0,3.3427868,0,0,0,0,0,0,1.228062,0.29970407,0,7.2702107,0.015966758,1.0578475,0,0,0,12.139284,0,0,1.4213166,0,0,0,4.311423,0,0,0,0,5.9782624,0,0,0,0,0,0,5.5926814,8.628827,0,0,7.467482,3.214734,12.633711,6.7796288,6.458886,0,0.23911053,4.260432,6.7995834,0,0,0,0,0,0,2.915076,5.8576627,11.756083,0,2.98282,0,0,7.003027
zozow1t-51,0,0,0,0,2.1084378,3.3128011,0.6007574,0.710852,0,1.0604112,0.82012135,0,3.3989851,0,2.7118492,0,0,1.5541505,1.4317784,0.67041236,0.19746818,2.4157987,1.3324066,3.709133,0,0,0,0,0,0,2.0377672,2.967244,0,2.354057,2.9533525,2.3629093,0,4.0189147,0,0,0.5756012,2.850254,3.7643619,1.8149006,2.6926954,0,3.9281163,0,1.5761191,0,2.4814746,0,0,0,0,0,0,0,2.3601658,2.6242487,2.8414202,0,1.4906242,0,3.978278,0,0,0,0,1.882619,0,0,0,1.3533876,0.0807097,0,0,0,2.4775712,0,0,1.1675837,0,3.0393791,1.2434332,0,0,2.0755913,0,3.3051522,2.1374142,0,0,0.83633673,0.85546,1.1097841,0,0,4.535012,1.4081793,0,1.8037771,2.106115,0.08813174,2.314643,2.2495868,1.0898241,0,0,5.0138083
zozow1t-53,0,0,0,0,0.23320681,0.6940009,0.47907123,0,0,4.8511853,3.7986991,0,0,1.7214255,5.5159316,0,3.7971816,0,4.4467235,0,6.9424157,0,8.63688,1.6156245,0,0,0,0,5.8085294,0,0,0.80655414,2.532085,0,0,0,1.2189183,1.0064614,3.6629045,0,4.829658,7.2117925,0,2.0276623,2.169559,0,1.973134,8.735337,0,0,0,0,0,0,0,0,0,0,1.4794313,0,4.349581,0,0,0,0.96472263,3.2307825,4.1747236,0,0,4.674685,0,0,0,0,0,6.627811,0,0,0.26080278,0,0,0,0,0,0,0,0,0,0,2.2404954,0,2.7097652,0,2.8988402,5.6331677,2.1978853,0,0,0,5.9406576,0,0,0,0.36554074,0,7.744657,3.2609773,0,7.0215774,4.7978344
zozow1t-54,0,0,0,0,0,0.23002236,1.4583724,1.1680974,0,0,0,0,0,0.49140865,4.116841,0,0,0,3.0151305,0,4.088844,0,6.982964,0,0,0,0,0,4.574316,0,0,0,4.5699034,0,1.3342048,0,3.2393107,3.4628851,0.5376298,2.4177778,0.50411254,5.2154655,0,0.6687083,2.065568,0,2.5693245,7.9327273,0,0,3.8682241,0,0,0,0,0,0,0,0,1.7078042,7.790775,0,0,0,2.4596221,1.7301263,8.964406,0,0,4.4941707,0,0.028098594,0,0,2.3956065,3.4449518,0,0,3.0629544,0,0,0,0,0,0,0,0,0,0,4.4211774,0,0,0,2.9323735,0.7735119,2.0754457,0,0,2.816302,10.0524435,0,0,0,0,0,8.235929,2.4383512,0,5.836599,3.88276
zozow1t-54b,0,0,0,0,0,0.50469816,0,0,0,2.451233,0.8952142,0,0,0,3.3674316,0,0,1.1563033,2.6323853,0.36778313,4.7706046,0,3.5038714,1.1423143,0,0,0,0,3.024807,0,0.8807989,0,2.8058465,0,0,1.337269,1.7818911,3.4607282,2.4814842,1.0323664,1.8088734,6.158713,0,1.5387573,2.289591,0,0.48118988,5.6870604,0,0,0,0,0,0,0,0,0,0,0,0,2.2964106,0,0,0,4.2089844,3.1674285,6.0494432,0,0,2.2284014,0,0.48310247,0,0.6648853,0,1.2622986,1.5373654,0,1.95133,0,0,0,0,0.9401167,0,0,0.63330746,1.410908,0.34861293,2.8754892,0.43383914,0.4861601,0,5.5920296,0.6011562,1.8772328,0,0,0,3.1652248,0,0,0.59678745,1.2762707,1.8738257,3.284468,0.5134406,0,2.6516032,4.667001
zozow1t-55,0,0,0,0,0,0.62306345,0,0,0,2.361514,0.77458376,0,0,0,2.8380215,0,0,0.5482556,1.8577999,0,4.6128473,0,3.7402463,2.4132724,0,0,0,0,3.429645,0,0.09052724,0,3.4925094,0.07643874,0,0,1.2811763,2.8511293,2.8852425,0.88381004,2.117544,5.876356,0,1.5512347,1.870319,0,1.342287,5.405863,0.014241949,0,0,0,0,0,0,0,0,0,0,0,3.597913,0,0,0,4.278583,3.2732534,6.1739745,0,0,4.930115,0.44914976,0.81717515,0,0.18586749,0,0.53124815,0,0.86565787,1.4994112,0,0,0,0,0.6732824,0,0,0,1.6601093,0,4.2312546,0.3159464,0.9990237,0,4.6103354,0.615966,1.0660024,0,0,0,3.7025485,0,0,1.2656484,0.33585525,1.6221057,2.5755196,1.5244741,0,3.1176245,3.5089264
zozow1t-56,0,0,0,0,0,0,1.451599,0,0,1.1604878,2.897547,0,0,0,4.0991554,0,0,0.21809201,5.2158036,0,4.656799,0,5.133468,1.2446015,0,0,0,0,0,0,0,0,4.1683397,0,2.9495816,0,4.818695,4.5314336,6.48959,1.3896874,7.531308,7.942814,0.4314865,2.4369223,1.4561207,0,2.6324816,7.169089,0.99545825,0,0.35417584,0,0,0,0,0,0,0,2.1236799,0,3.5796213,0,0,0,2.3685155,6.3196893,6.097052,0,0,5.5641284,0,0.99223465,0,1.000875,0.89803636,0.5026255,0,0,4.294473,0,0,1.0968195,0,1.645757,0,0,0,1.6774774,0,5.0671506,0,0,0,3.2206113,2.4579003,2.0908728,0,0,0.8154751,6.30349,0,3.6023216,1.3522637,0,0,4.9700136,2.728528,0,4.1219177,6.001199
zozow1t-57,0,0,0,0,0,0,2.9556897,0,0,0,0.6455441,0,2.4768958,0.68810225,3.318591,0,0,1.5570378,2.7435188,0,2.4133213,0,4.3898354,0,0,0.28637373,0,0,0.5357796,0,0.30286676,0,4.350593,0,2.0358703,0,2.9328423,3.6629958,1.6238657,1.8191801,5.105638,6.647294,2.612498,1.141543,2.6544704,0,0,4.500926,0.9912616,0,1.1727171,0,0,0,0,0,0,0,0,0,1.331735,0.12376498,0.67076725,0,2.9169352,4.4502835,3.3383138,0,0,0,0,0.49171156,0,3.9875236,4.053873,0,2.5849612,0,1.0673584,0,0,0,0,2.7455482,0.6908998,0,1.2361456,0.43827844,0,2.058857,0,0,0,2.9722748,0.03447006,2.5143254,0,0,0,2.403914,0,0.9846083,0.015712064,0,0,2.480949,0,0,1.5440898,2.7712522
zozow1t-58,0,0,0,0,0.034367878,0,1.4124553,0,0,0.9902792,0.5249808,0,0.5226753,0.59066683,1.7838355,0,0,2.1273823,1.478337,0,3.281939,0,3.1704152,0.47938976,0,0,0,0,1.75694,0,0.062275365,0,3.9104176,0,1.9903841,0,1.5863801,2.9891083,2.5161612,2.8920407,3.170734,5.5491743,0.49202052,0.7956289,2.0155804,0,0.72757167,4.5265245,0.25382948,0,0,0,0,0,0,0,0,0,0,0,2.1944978,0,0,0,3.3768384,4.032139,3.5317037,0,0,1.4539853,0,0.51546687,0,2.8375783,0.8783634,1.4396828,1.3544986,0,0,0,0,0,0,1.401199,0,0,0.33295903,1.4849392,0.6940535,3.7438476,0.6319647,0.3857105,0,3.3500648,0,1.5079526,0,0,0,2.5153089,0,0.79866153,1.1491992,0,0,1.7956539,0.7573272,0,1.9231757,3.2254753
zozow1t-58b,0,0,0,0,0,0,1.6400483,0,0,0.9131087,1.8822315,0,0.32026073,2.596006,2.9282603,0,0,2.360489,2.1569986,0,2.344141,0,2.5920317,1.2978314,0,0,0,0,0.14967817,0,0.55417687,0.03880639,4.4092903,0,0.0960918,0.40997466,3.9073954,3.6644397,2.1271214,1.7222868,4.520422,5.6601343,0.2548665,0,2.2761173,0,0,3.6507757,2.3258173,0,0.4858353,0,0,0,0,0,0,0,0,0,0.5457856,0,0,0,3.9966598,4.192151,3.0636368,0,0,0,0,1.3063565,0,4.081722,2.4973593,0,0,0,1.7861469,0,0,0,0,1.9647971,0,0,1.0805552,0.86037385,0,2.2952566,0,0,0,3.746019,2.1934733,3.0906663,0,0,0,2.094799,0,1.4917719,1.3795679,0,0.12510386,3.1700332,0.5794907,0,1.1200402,3.565323
zozow1t-59,14.811625,0,0,0,0,5.7937136,0,2.5920224,0,0,0,0,0,0,1.6665388,0,0,0,4.58313,0,0,0,12.341712,0,1.2566731,0,0,0,16.359701,0,0,0,5.633383,0,0,0,5.8615375,0.18922658,0,1.2577734,0,0,0,0,1.70422,0,0,15.585596,0,0,9.685657,0,0,0,3.9992595,0,0,0,0,8.972841,13.976623,0,0,0,0,0,17.784105,0,0,10.472472,0,0,0,0,7.6812086,6.8724203,0,0,8.065293,0,0,0,0,1.816391,0,0,0,0,0,0,0,0,0,7.9799385,0,11.470091,0,0,7.2471733,23.550611,0,0,0,1.1232622,0,19.161234,3.3576896,0,12.793873,1.9358716
zozow1t-60,0,0,0,0,1.9678472,0.69555414,2.3627148,0,0,0.71743846,2.8492258,0,1.0627422,0.6799408,1.8999718,0,0,0,0.8031352,0,1.9831837,1.8538244,5.253277,3.4366927,0,0,0,0,0.4014796,0,1.589597,2.652448,0,2.715351,2.3829129,0,0,0,1.8929985,0,1.4718765,0.60776573,1.4541204,0.19246283,0.84919995,0,3.212603,3.6303828,0.28485113,0,0,0,0,0,0,0,0,0,5.017659,2.4867947,0.96455985,0,0,0.70600516,0,1.3346804,0,0.8334019,0,0,0,0.6789092,0,4.061327,0,5.6320124,0,0,1.4860078,0,0,1.5596496,0,1.6787024,0,0,0,0,0,2.6318917,0,0,0,2.028635,4.889877,1.7972158,0,0.84832174,0,2.413744,0,1.6408063,1.0855787,0.7129607,0,7.6161914,0.2722767,0,1.4634966,3.1904585
zozow1t-6011,1.6129124,0,0,0,0,0.40453696,2.2668335,4.0539904,0,0,0,0,0,3.6680455,0.97976744,0,0,2.500344,0.106503196,0,0,1.7114257,2.544411,0,0,1.6295629,0,0,0,0,0,0,0,0,0.000108972,1.1974564,0.38542578,0.58559173,0,0,1.9981071,0,0,0,1.9873382,0,1.5663668,0,0.82307154,0,1.4423205,0,0,0,0,0,0,0,0.96674925,0.92744416,0.043542344,0,0.045768473,0.21471538,0,0.6160763,3.3746145,0,0,1.0620753,0,1.2192774,0,0,1.2813146,0,0,0,1.4079506,0,0,0,0,2.8839011,0,0,0,0.1524346,0.15073049,2.1931689,0,0,0,2.6466327,0.000715885,2.900188,0,0,2.688422,4.150478,0,1.6212559,0,0.15667613,0.16225225,2.2435102,0.253722,0,0,0
zozow1t-6012,0,0,0,0,0,0,0.50653374,1.1607107,0,0.31432205,0.78144264,0,2.215569,0,0.6355234,0,0,2.0567212,0,0.25662872,1.1928273,0.384775,1.8227279,3.4034932,0,0.73399794,0,0,0.43476936,0,2.2126462,2.8213186,0,1.9279459,0.907384,0.15328754,0,0,0.7735476,0,0,1.4245756,2.7000706,2.3933885,3.092908,0,1.1628352,0.14599462,0.057661258,0,0,0,0,0,0,0,0.18989827,0,1.0273856,1.1519041,2.2266383,0,0,0.31158096,3.524989,1.3779933,0,0,0,0.055288445,0.12330561,1.2979933,0,1.2843149,0,0.7874677,0.8459411,0.9912463,0.29378262,0,0,0,0,1.9142963,0.07033113,0,0,0.5227326,0.49500462,2.1376872,0.7588886,1.639077,0.4942022,1.1724511,1.5663153,0.36141708,0,0,1.3146762,1.2445145,0,0.65314454,2.1760123,1.9450699,2.8857448,0.7150194,0.30391094,0.03766927,0,2.6312616
zozow1t-6014,3.1665199,0,0,0,0,0,3.6215615,6.515382,0,0,0,0,0,1.1912177,0.7828366,0,0,3.3632379,0.046179745,0,1.787082,1.3678526,1.6786509,0,0.37118718,5.7958746,0,0,0,0,0,0,0.24420473,0,0,0,0,2.0398176,0,0,0.71357554,0,0,0,4.91274,0,0.94357806,0,0,0,0.9393581,0,0,0,0,0,0,0,0,0,2.8074396,0,0.36014548,0.014141587,0,0,6.3427353,0,0,0,0,0,0.032088324,0.68149465,2.6348739,3.2748814,0,1.792978,1.4577123,0,0,0,0,5.8533936,0,0,0.045003023,0,1.3750124,3.1016283,0,0,0,1.0450311,0,4.496458,0,0,3.9762194,5.4431505,0,0,0,1.5879385,0,1.9410048,0,0,0,0.7400413
zozow1t-6015,3.9726124,0,0,0,0.18848193,0,0.8645192,2.4853969,0,0,0,0,0,5.450133,0,0,0,3.9134247,0,0,0,3.8996274,0,0,2.9434388,3.8117766,0,0,0,0,0,0,0,0,0.25675282,0.055627413,0.43087173,0.9397834,0,0.4615897,0.5253506,0,0,0,2.189054,0,0,0,0.36416808,0,2.8717005,0,0,0.28229627,0.20646122,0,0,0,0,2.3885682,1.5814412,0,0,0.58108866,0,1.2933265,6.632373,0,0,0,0,1.2186062,0,0.38707933,3.092252,0,0,0,1.3401732,2.3872478,0,0,0,3.3440638,1.2035338,0,0,0.8719593,0,0,0,0,0,2.0056262,0,5.4881835,0,0,3.0155013,1.6503637,1.5813712,1.8584169,0,0,0,2.5695822,0.11327393,0,0,0
zozow1t-6015-1,1.9688817,0,0,0,0.66482127,0,0.5703319,2.2365932,0,0,0,0,0,4.2374973,0,0,0,2.9559743,0.12182155,0,0,1.1346469,0,0,1.2175286,1.4739388,0,0,1.2468867,0,0,0,0,0,0,0.23403862,0.41123274,1.2541181,0,0.6218384,1.0489085,0,0,0,2.3967643,0,0,0.4010416,0,0,1.6732934,0,0,0,0,0,0,0,0,1.5635263,1.3546267,0,0,0,0,2.7114148,4.865794,0,0,0,0,1.4218581,0,0.20681119,1.8000774,0,0,0,1.0785898,1.3178021,0,0,0,2.727882,0.09377986,0,0,1.500308,0,0.3231976,0,0,0,4.021855,0.80787635,3.8804827,0,0,1.7025104,2.3705761,0.8928429,1.6212071,0,0,0,2.0715606,0.76487744,0,0,0
zozow1t-6015-2a,3.2611642,0,0,0,0.053697053,0,1.2877115,3.03585,0,0,0,0,0,4.3881483,0,0,0,2.4868693,0.50540835,0,0,1.8729255,0.0750407,0,1.6500527,2.5020978,0,0,1.3103523,0,0,0,0.3304273,0,0,0,1.4537206,1.9122204,0,0.8726595,1.232288,0,0,0,1.4850904,0,0.20605925,0,0,0,2.1876822,0,0,0,0,0,0,0,0,2.3570175,1.3736639,0,0,0.31792498,0,1.6878682,6.695034,0,0,0.39524317,0,1.4055063,0,0,3.2411842,0,0,0,1.9135544,0.71916634,0,0,0,2.771535,0,0,0,1.0073303,0,1.4258008,0,0,0,4.2449746,0.27065575,4.1984816,0,0,2.502193,4.2830215,0.43321502,1.345087,0,0,0,3.2485704,0.77924526,0,0,0
zozow1t-6015-2b,1.6925614,0,0,0,0.30365473,0.001608539,1.4994819,3.0600622,0,0,0,0,0,3.7240007,0.37876675,0,0,3.2229278,0,0,0,1.4555678,0.9317101,0,0.7074927,2.0990555,0,0,0.032020733,0,0,0,0,0,0.7421603,0.48922646,0.92197174,0.83098125,0,0.2754007,1.316202,0,0,0,2.2190697,0,0.39134932,0,0.111936845,0,1.7473208,0,0,0,0,0,0,0,0,1.0263007,1.4299376,0,0,0.16472852,0.008437708,1.9028625,4.7354183,0,0,0.12186243,0,1.2949904,0,0,1.6226524,0,0,0,0.9987338,0.394957,0,0,0,2.2197895,0,0,0,0.70398897,0,2.0652168,0,0,0,2.6336246,0.7333131,2.3754623,0,0,2.0865247,3.2856534,0,1.4148148,0,0,0,2.2733314,0.94261855,0,0,0
zozow1t-6016,3.758747,0,0,0,0.11097661,0,2.304423,4.015895,0,0,0,0,0,4.7973776,0,0,0,3.86856,0,0,0,2.7928956,0.83898556,0,1.5217803,3.8235333,0,0,0,0,0,0,0,0,0.2985198,0.082935184,0.8713908,0.53852016,0,0.022872156,1.6158231,0,0,0,2.51561,0,0.741706,0,0.29281756,0,2.5652583,0,0,0,0,0,0,0,0,1.6166604,0.97831804,0,0.79797083,0.54029745,0,0.58872294,5.5031753,0,0,0,0,1.8612361,0,0.37587985,2.5706398,0,0,0,0.65586436,1.253162,0,0,0,3.2447681,0.44939962,0,0,0.10761994,0,1.1155205,0,0,0,1.4812709,0,4.1401534,0,0,2.990424,3.443063,0.9054923,1.9353864,0,0,0,2.8453412,0.090419956,0,0,0
zozow1t-6016-1,1.1264254,0,0,0,0,0,1.1511196,2.3754122,0,0,0,0,0.4334616,4.133579,0,0,0,1.2496046,0.6700136,0,0,0.6260274,0.9703299,0,0,0,0,0,1.9114062,0,0,0,0,0,0,0,0.68633616,1.4409698,0,0,3.451533,0,0,0,2.6272767,0,0,1.2256832,0.3614455,0,1.1443002,0,0,0,0,0,0,0,0,0.98390806,0,0,0,0,0,3.7184308,3.3950741,0,0,1.214153,0,2.0353801,0,0.7823644,1.4318998,0,0,0,2.1264906,0.4612691,0,0,0,3.33689,0,0,0,1.5907184,0,0.20917568,0,0,0,5.0531263,2.0192857,4.0993614,0,0,0,3.8711336,0.37669024,2.3841636,0,0,0,1.6950651,0,0,0,0
zozow1t-6016-2,1.1778785,0,0,0,0.6322664,0.607258,1.6703659,3.2773724,0,0,0,0,0,3.018352,0,0,0,1.677624,0.20555332,0,0,0.45786202,0.8745443,0.13747677,0,0.046199985,0,0,1.6798347,0,0,0,0,0,0,0.2863657,0.48935398,0.7760933,0.04160256,0,2.8315747,0,0,0,2.807936,0,0.20162833,0.42986956,0.39835414,0,1.2604773,0,0,0,0,0,0,0,0,0.48508722,0.06521994,0.22388427,0.68680876,0,0,3.4458303,2.3893812,0,0,0.23015173,0,1.6062701,0,0,0.59046805,0.127556,0,0,0.8660646,0.6526593,0,0,0,2.811728,0,0,0,0.98929715,0,0.82664776,0,0,0,3.4241562,1.4249805,2.5776644,0,0,0.5814775,3.294089,0.93945485,1.7696074,0,0,0.22787003,1.1712797,0.8601124,0,0,0
zozow1t-6016-3,2.843095,0,0,0,0.22009277,0.59391683,1.3802397,3.939861,0,0,0,0,0,3.3495758,0,0,0,1.9323282,0,0,0,1.5594275,1.1755662,0,0.11836752,1.1685371,0,0,1.0948955,0,0,0,0,0,0,0.5671802,0.14686102,0,0,0,1.6752961,0,0,0,3.067838,0,0.6906123,0,0,0,2.0594127,0,0,0,0,0,0,0,0,1.3369901,0.95052516,0,0.19712904,0.18100485,0,2.163023,3.2912273,0,0,0.11234642,0,1.1806175,0,0,1.3608477,0,0,0,1.0065246,0.7141094,0,0,0,3.0697646,0,0,0,0.9916891,0,0.50131476,0,0,0,2.4535317,0.5271568,3.245875,0,0,2.2528632,3.4263003,1.2223655,1.4023383,0,0.3821165,0.048439343,2.005232,1.1787126,0,0,0
zozow1t-6021,0,0,0,0,0.8835327,5.792162,0.6538462,4.9646654,0,0,0,0,0,0,0,0,0,0.7745177,0,0,0,1.0181634,5.4489007,3.3032675,0,0,0,0,1.8148614,0,0.98470205,0.053013377,0.420659,0.6689823,1.9854425,3.434023,0,0.3216823,1.6432799,0,3.6529582,0,0.8845601,0,4.0802693,0,3.6683638,0,1.5523696,0,1.7306178,0,0,0,0,0,0,0,1.2876836,2.1264346,2.798011,2.3234854,2.1184273,0,0,3.8219082,1.3708142,0,0,0.8292936,0,0,0,0,0,3.7607412,0,0,2.8817844,0,0,0,0,5.88792,0,0,0,0,0.22847205,1.5828235,1.5895766,0,0,1.9585828,0,2.1333833,0,0,4.150786,5.6469827,0.67369777,1.5221453,2.0205498,0,0,2.7200754,1.5663941,0,3.4711647,3.005661
zozow1t-6031,0,0,0,0,2.9813573,4.461879,0,2.5439084,0,0,0.014514871,0,0,0,0.1377297,0,1.2886941,2.5178998,0,0,3.9913018,0,6.441289,0.06347547,0,0,0,0,1.496725,0,0,0,0,4.053132,1.10528,4.6471624,0.23118022,0.39428404,2.0618799,0,0,0,0,0,3.7588427,0,3.962675,0,0.44837397,0,2.666075,0,0,0,0,0,0,0,3.1378887,5.626694,5.0649986,0,0.20672153,0,0,4.5143604,4.666821,0,0,0.12611002,0,0,0,0.94497895,3.027006,5.538158,0,0,4.443489,0,0,0,0,0.21332201,0,0,0,0.41918093,0,3.821026,0,0,0,1.4577706,2.8779566,6.287894,0,0,4.5222163,6.305875,2.6086946,0,0,0,0,8.402088,3.1100569,0,3.908526,7.8811755
zozow1t-6037-1,2.8631632,0,0,0,1.4065039,3.8089201,0,3.747116,0,0,0,0,0,1.3776257,0.92779857,0,0,0.65899575,0.8101369,0,1.3816395,0,2.6227083,0,0,0,0,0,2.859814,0,0,0,0,0,0,1.3178865,0.10173045,0.75320333,0,0.6509263,0,0.46233505,0,0.19312528,2.913334,0,1.9300928,1.8432448,0,0,2.5244665,0,0,0,0,0,0,0.69984293,0,1.6806048,4.048676,0,0,0,0.22130117,0.21170193,5.021913,0,0,0.40494072,0,0,0,0,1.3152682,2.9310217,0,0,0,0,0,0,0,0.39645207,0,0,0,1.4869088,1.0326512,0.99879175,0,0,0,2.0306764,0,2.872125,0,0,4.4247704,2.5969117,0,0,0,3.8459103,0.816962,4.183561,2.003473,0,1.9113636,1.307855
zozow1t-6037-2,0,0,0,0,1.7439572,3.3692353,0.13463235,3.9183526,0,0.14138943,0,0,0,0,0.82890034,0,0,1.785625,0.23747881,0,1.9574658,0,1.6540927,0.8022885,0,0.1992708,0.33081102,0,1.8185322,0,0,0.27313256,0,1.7767055,1.0920315,1.468808,0,0,0.82188076,0,1.6351272,0,0,1.7418388,2.7992141,0,1.2965049,0.06727275,0,0,1.0363373,0,0,0,0,0,0,0,0.8128185,0.5755936,2.2912772,0,0.3082947,0.555852,1.7415314,3.4936867,1.1985672,0,0,0,0,0.4024539,0,0,0,3.3230727,0.16427115,0,0,0,0,0.38269177,0,1.4296458,0,0,0,0.7789088,1.3102722,1.5889797,0.64938945,0.60175186,0,2.078734,1.797005,0,0,0,1.0444838,1.26215,0.09299502,0,0.38515195,1.7362281,2.1155467,0.058201358,1.4896102,0,0.8332584,1.2116266
zozow1t-6037-3,0,0,0,0,1.9083642,2.3080478,0.5352618,2.4719253,0,0,0,0,0,0.74999815,0.780941,0,0,1.9697016,0.15767796,0,2.0258904,0.20339829,2.3290877,0.003097206,0,0.15254079,0,0,0.33642742,0,0,0.67660475,0,0.56360376,0.55518275,1.6843709,0,0.11534081,0.7583275,0,0.72249925,0,0,1.3556705,2.9973197,0,0.5281738,0.58905077,0.7390626,0,0.978041,0,0,0,0,0,0,0,0.48494682,0,1.2946056,0,0.32436663,0,1.0830365,2.2811298,0.5593637,0,0,0,0,0.41225564,0,0,0,2.4294639,0.22184908,0,0,0,0,0,0,1.7098917,0,0,0,0.6068658,1.6077399,0.98873305,0,0,0,1.5467173,1.0126488,0.9937935,0,0,1.0163332,0.48589128,0,0.78782254,0.66209906,1.6538173,1.7129992,0.29104477,0.5157959,0,0,1.4076749
zozow1t-6041,0,0,0,0,4.1599326,2.5942948,2.6699278,0.582832,1.0738629,0.8994286,0.35950854,0,1.1469665,0.71683234,2.1393678,0,0,2.210797,0.3750164,0.016589092,3.208604,0.18360083,4.213993,1.9245042,0,0,0,0,0,0,2.8564968,0.75147027,0,3.6178758,0.9910429,0,0,0.7422597,2.025377,0,0,2.023288,3.5108798,1.8034643,2.1480596,0,4.535744,0.87993413,2.970839,0,0,0,0,0,1.5448196,0,0,0,7.018346,3.2689154,3.2942379,0,0,0,0.46573925,2.257723,0.33282506,0,0,0.97147006,0,0,0,2.2199526,0.71918476,2.9430854,0,0,3.5834868,0,0,1.669509,0,0.91961503,2.2129555,0,0,0,0,5.385884,0,0,0,0.52779377,5.3672786,4.4955177,0,0,5.147077,3.7361834,0,3.5194142,0,0,0,5.4925632,0.39637595,0,0.08715527,3.989251
zozow1t-6041a,1.4462409,0,0,0,1.4343605,1.8350508,2.696109,4.905397,0,0,0,0,0,0.9147489,3.0015435,0,0,1.073628,1.0133876,0,3.5085511,0,3.4828937,0,0,1.5803945,0,0,1.5027338,0,0,0,0.53196174,0,2.0825937,1.6136557,2.030256,1.072716,0,0.7008014,0,4.499484,0,0.25988454,1.2314507,0,3.2149506,2.066438,0.11934856,0,1.6796383,0,0,0,0,0,0,0,1.5079231,0.25154617,3.8680818,0,0,0,2.2003083,0,4.5109377,0,0,0,0,0,0,0,0.7657256,3.1247857,2.1315825,0,0,0,0,0,0,0.7579033,0,0,0,0,1.5879772,2.26681,2.0057466,0,0,0.8992919,0,0.45844808,0,0,3.6060514,4.456268,0,0,0,1.742483,0,3.7323391,0.3432087,0,2.642208,3.175526
zozow1t-6041b,1.4222777,0,0,0,0.33032113,3.6786978,1.9662048,6.202474,0,0,0.20768145,0,0,1.0829214,1.7599097,0,0,1.7756071,0.07403353,0,1.263449,0,2.4256253,0.7004155,0,1.4625436,0,0,1.3235937,0,0,0,0,1.3606926,0.5327644,1.7225529,2.1455662,0,0,0,1.5087286,2.0111492,0,0.18008389,1.3497506,0,3.7685592,0,0,0,2.1393762,0,0,0,0.023545872,0,1.2078081,0,2.2844832,1.3079848,3.3435457,0.20259205,0,0,2.7633204,0.045033712,1.8291517,0,0,0,0,0.58748335,0,0,0,2.337144,0.5920406,0,0,0,0,0,0,1.3552465,0,0,0,0,1.5306919,3.299007,0.8556586,0.28840292,0,0.43087074,1.0647259,0,0,0,3.1161249,3.9061282,0,0,0.22615632,2.259198,1.8862501,2.6318095,2.5097768,0,2.12329,2.1356242
