samples,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109
zm8yxdm-06,0,0,0,0,3.0636268,0,0.25597316,0,0,2.909577,0,0.16394316,0.35913417,1.5882006,1.30157,0,1.3176106,0,4.4479866,3.1048193,1.9434392,0,1.0568924,1.6512494,0,0,0,0,1.3475902,0,0,1.1358982,0,1.6875693,2.0137086,0.3283997,0,0.5506323,1.5624112,0,2.8286703,2.1805618,0,1.6247675,0,0,1.3611169,1.8562022,1.7618964,0,0.50628513,0,0,0,3.1628575,0,0,0,3.277985,3.8028274,2.414518,0,0,1.0740324,0,1.388801,0,1.7037709,0,0.4325201,0,0.95987886,0,0,0,4.139506,0,0,0,0,0,0.8345501,0,0,1.8224345,0,0.21230088,0.21902928,0,0,2.3431013,0.25141034,0,1.8558179,2.3994575,2.3972454,0,0,0.872543,0,0,2.5581572,2.4125428,0.124204695,0,3.6713748,0.6537388,0,0,1.5835176
zm8yxdm-07,0,0,0,0,0,9.24408,0,0,0,0,2.0115032,0,0,0,4.2901053,0,0,9.546913,0,0,0.23927622,3.1757016,5.70471,4.850309,0,0.6833498,0,0,0,0,5.9745955,0,4.5265765,11.298578,10.091615,8.101978,0,0,10.334705,0,5.2058096,0,1.0231401,1.3662055,7.7911983,0,8.370736,0,1.96931,0,0,0,0,0,0,2.698065,0,0,0.7828512,6.6339526,0,0,0,0,1.307871,8.859902,6.1638417,0.35860643,0,0.57831323,0,5.1575155,0,5.32261,0,1.358148,0,0,5.4501705,0,0,1.9286252,0,4.2288146,0,0,0,7.3021665,0,4.1674795,3.9662313,0,0,10.103838,2.9655588,9.2768955,0,0,6.6826,8.979683,2.5356379,11.274785,0,0,0,7.7212152,6.766989,0,0,6.4725556
zm8yxdm-11,0,0,0,0,6.1885295,3.2786846,1.362847,0,0,0.5412639,0,0,2.4602377,0,0.8592931,0,0,0,4.487085,0,1.0859764,2.7121792,5.510218,0,0,0,0,0,0,0,0,0.2044141,0,0,2.4091403,0.696291,0.10281731,0,0.70841444,0,1.9109447,1.8772706,4.0468984,0.7655611,0,0,5.4303665,5.2737675,0.2019805,0,0.76902604,0,0,0,3.5967166,0,0,0,6.6174774,1.4857662,3.8342009,0,0,3.842816,0,3.5848398,0.053210415,1.4961108,0,0,0,0,0,5.0427394,0.71256346,1.1377124,0,0,2.5190494,0,0,3.6818883,0,1.378383,3.3217635,0,2.0414999,1.5268354,0,0.17717458,0,0,0,2.3452127,4.2368526,4.193501,0,0,2.3952868,2.0701702,0.87312746,7.2526565,0,0,0,10.7101555,0,0,0.09616446,3.1069345
zm8yxdm-12,0,0,0,0,0.87040234,0,0,0,0,2.0971236,0,0,1.0985304,2.4831228,2.526063,0,1.2851052,0,5.348062,1.6275415,1.9572871,0.6751975,3.3071568,1.9951261,0,0,0,0,0,0,0.59247243,2.534282,0,0,1.7141178,0,0,0.20690662,0.5623171,0,1.6355326,0.44522807,0,1.4843726,0,0,0.52116126,3.513523,2.1767988,0,0.46145216,0,0,0.19122876,3.8580666,0,0,0,2.5617554,3.0956922,1.7298613,0,0,0.123699516,0,0.65305215,1.2847756,2.6329691,0,1.3727456,0,0.8821312,0,1.5025817,0,3.2288446,0,0,1.9800905,0,0,0.341089,0,0.15134585,2.9735107,0,1.3975165,0.28315058,0,0.24546808,1.0481406,0.051843405,0,2.4435103,1.6784856,5.5738015,0,0,0.30745926,1.7144961,0,3.9380317,1.7911355,0.011336446,0,4.91791,0.39032274,0,0,0
zm8yxdm-6011,0,0,0,0,2.0495262,0,0.8911074,0,0.21436894,1.4986339,0.5269272,0,1.4902668,0.8402615,1.676593,0,0,0,2.927117,1.6503601,1.8038499,0.6702525,1.1798152,2.9880025,0,0,0,0,0,0,0.43612194,1.6245388,0,0,0.9293732,0,0.6240151,0.5401624,1.2943331,0,2.28323,2.489214,1.386659,2.0525196,2.0156782,0,2.0070665,1.4838781,1.3342619,0,0.16246285,0,0,0.003297398,0.2808713,0,0,0.07331817,3.2077217,1.5272862,2.3255377,0,0,0.53477144,0.8731385,0.6407936,0.64051515,0.6652174,0,1.8296242,0,1.0437573,0,0,0.5882705,1.6647528,0,0,0.5187337,0,0,0.20563866,0,0.44285136,2.0605261,0,0.15269335,0,0,0.3281818,0.43310058,0,0.023234904,0.6769346,1.8692235,2.2029366,0,0,3.35749,0.8146596,0,3.0546553,2.2558563,0,0,3.175552,1.0906135,0,0,1.0599712
zmbh10z-01,0,0,0,0,3.652618,0,0,2.2441542,0,0,0,0,0,4.1797237,2.1516128,0,0,4.0349073,1.1911175,0,3.2047322,0.7264219,4.109766,0,3.686329,5.6274176,0,0,0,0,2.413537,0.69421583,1.0968267,0,5.4483843,0,0,1.9553678,0,0,2.9542563,0,0,0.26105773,1.2005354,0,1.9583786,0,0.51941556,0,2.7358818,0,0,0.4670711,5.9182878,0,0,0,0.76014453,1.8426003,6.4568,0,0,4.1215057,0,0,10.571573,0.4573621,0,1.853431,0,0,0,2.1660526,3.6106768,0,0,0,2.193612,0,0,0,0,0,2.9328067,0,0,0,0,4.5513635,0,0,0,0,0,4.3094697,0,0,3.254307,4.63842,0,2.7313662,0,0,0,4.8013005,0,0,0,0
zmbh10z-02,0,0,0,0,4.841856,0,1.2196741,0,0,0,3.4165602,0,0,3.30166,3.5927124,0,0,3.1388178,0,0,4.0426083,1.9139078,4.1820064,0,5.955192,4.0207663,0,0,0,0,0.60153466,0,4.2534156,0,4.2547855,0,0,0,0,0,1.3078889,0,0,0,0,0,3.7484527,0,0,0,0,0,0,1.9542329,6.029341,1.2895939,0,0,4.9053016,3.6994388,5.184878,0,0,4.5288663,0,0.82968926,12.713966,0,0,5.632016,0,0,0,4.6113873,5.0757623,0,0,0,3.9508052,0,0,0,0,0.64446247,3.819268,0,0,0,0,3.0605938,0,0,0,1.159563,2.585588,5.841569,0,0,3.334158,6.680212,0,3.9585564,0,0,0,10.879916,0,0,0,0
zmbh10z-03,0,0,0,0,4.695597,0,1.1123888,0.23981147,0,0,1.6908866,0,0,4.6292233,3.395755,0,0,3.2563248,1.8105596,0,4.4041038,0.43245623,5.20009,0,5.598594,7.3886204,0,0,0,0,0.90956104,0,4.215237,0,5.9629416,0,0,2.3172936,0,0,2.8331206,0,0,0.50728375,0.07740466,0,2.8268719,0.24101284,1.159692,0,3.0678809,0,0,3.7154143,6.295147,0.06927211,0,0,3.091966,1.4394064,6.5662813,0,0,5.6291037,0,0,13.304843,0,0,1.2033886,0,0,0,3.8265061,3.4272215,0,0,0,1.6223061,0,0,0,0,0,3.2915905,0,0.8191748,0,0,3.9741693,0,0,0,0,0.04996564,3.9905605,0,0,3.6453114,5.663464,0,2.7363744,0,0,0,7.6369953,0,0,0,0
zmbh10z-04,0,0,0,0,1.6504595,0,4.1045203,0,0,0,0.66586167,0,0,0,4.578472,0,0,5.7919354,1.6424143,0,2.9884665,1.2894742,7.3508782,0,3.5463474,13.489215,0,0,0,0,0,2.82039,9.155556,0,7.9942093,0,2.1460962,1.1234578,0,0,3.9628685,1.330302,0,1.1057811,1.5465485,0,1.3822528,0,0,0,3.6407917,0,0,5.7444477,2.030736,3.190588,0,0,3.3754697,0,7.029928,0,0,3.7906,0,0,13.725767,0,0,0,0,1.2718942,0,8.441885,0.8223064,0,0,0,0.021856412,0,0,0,0,0.23842868,2.8105276,0,2.1149817,0,0,3.2237325,0,0,0,0,0,0,0,0,1.3776667,5.214452,0,2.901858,0.50212824,0,0,7.096305,0,0,0,0
zmbh10z-05,0,0,0,0,6.244375,2.2828195,4.0310316,0,0,0,0,0,0.17837091,0.640111,0,0,0,0,2.5148954,0,2.7461436,0,8.633525,0,0,1.3466066,0,0,0,0,0,0,0.47425285,0,0.82138866,0,0,1.2622372,0,0,4.8545165,2.5339146,1.8484274,2.9110165,2.5714092,0,1.1856204,1.6344765,0,0,3.2674615,0,0,0,1.0745355,0,0,0,5.712222,2.623375,4.4979153,2.3840146,4.5067377,0.81910294,0,2.599922,3.9775004,0,0,0,0,0,0,0.01787585,1.5370996,7.5607452,0.14388976,0,0,0,0,0,0,0,1.6176236,0,0,0.18405002,0,1.5157311,0,0,0,0,0,2.4875832,0,0,0.36788857,4.497435,0,2.39792,0,0,0,3.0881884,0.5005945,0,2.2949102,1.2469151
zmbh10z-06,0,0,0,0,3.593651,0,0.6992111,0,0.22040287,0.5602496,1.375475,0,1.6152054,0,0.47138014,0,0,2.1604602,1.7471368,0.1479255,2.0486703,0,0.6023254,0.46513936,0,0,0,0,0,0,4.8016977,0.24488235,0,1.4835292,5.6869874,1.6023966,0,0.7273409,0.11561426,0,3.8700604,1.55965,2.108735,1.9888535,1.2746205,0,3.8295376,1.6570365,1.2673162,0,0,0,0,0,0.2537758,0,0,0,2.6907966,2.5453835,0.12792231,0,0.60741043,2.3270617,0,3.5180507,1.5225862,1.9735016,0,0.5138276,0,0.062087674,0,0.93524134,1.5533522,1.801931,0,0,0,0,0,0.15363,0,0,1.727236,0,0,0.05324881,0,1.9924154,1.768364,0,0.110464774,2.4229972,1.5273758,4.7994866,0,0,3.2912154,2.397252,0.58385015,3.5837932,1.0790181,0,0,2.9950104,0.878555,0,0,0
zmbh10z-08,0,0,0,0,2.1231194,0.56307745,0,1.4974867,0,0,0,0,1.5030763,0.9451278,0,0,0,0.5968989,1.5314665,1.989915,0,0,0.9744597,0,0,0,0,0,0,0,1.1927222,0,0,0,2.7789958,0,0,2.9284308,0,0,3.580078,0,0,0.67400384,1.952014,0,2.9102297,0,0,0,1.306405,0,0,0,2.447914,0,0,0,0.71057236,1.9231062,2.9895253,2.7750351,1.8486286,4.108827,0,1.7052541,2.7128892,0.17221789,0,0.2103373,0,0,0.44832376,0,2.4164548,1.5244108,0,0,0.685853,0,0,0,0,0,2.1179636,0,0,0,0,0.49159837,1.9406879,0,0,0.74202806,0,4.725385,0,0,4.7030745,5.180481,0.000904566,2.032832,0,0,0,4.0881767,1.5341033,0,0,0
zmbh10z-08_2,0.30213037,0,0,0,1.3780662,0.660498,1.5482869,2.2812908,0,0.101607084,0,0,0.6487806,2.172732,0.2030862,0,0,1.897756,0.6004457,0,1.1757395,0,2.0797539,0,0,0.39215744,0,0,1.5213922,0,0,0,0,0,0,0,0,0.8966731,0,1.9934844,2.2957075,0,0,1.1762563,3.1530733,0,0,1.0132622,0,0,0.88496655,0,0,0,0,0,0,0,0.37999076,0,2.0065866,2.0959146,1.6842213,0,0,2.3492408,1.2592291,0,0,0,0,0.74875194,0,0.21204363,1.2442571,0.7820164,1.3572742,0,0,0,0,0,0,1.2495264,1.6282889,0,0,0.5439436,1.5116389,0.515406,0,0,0,0.81491494,0.048857592,2.2865877,0,0,0,1.3057733,1.0643533,1.3361671,0.1284522,1.5066184,0.4103762,0.35250342,1.4777583,0,0.123419225,0.18033592
zmbvnfm-01,0,0,0,0,1.6056151,1.2032039,1.1652333,1.2049772,0.04435454,1.7050974,0,0,0.1455239,0,2.1399481,0,0,1.9928672,0,0.0769325,2.9912705,0,5.8606076,7.1096067,0,0.50757664,0,0,2.911035,0,4.5811825,1.7993149,0,1.3941103,0,1.5782303,0,0,3.2556307,0,2.0409682,1.681482,4.9829373,4.4344544,3.4917846,0,5.227482,0,1.0543612,0,0,0,0,0,0,0.7846694,0,0,4.3004236,3.153067,5.1490936,0,0,0,0.9669708,4.4302163,0.098737895,0,0,0.3480969,3.6823401,0.64139515,0,0,0.13474073,2.9805198,3.1047254,0.9178473,0,0,0,0.34241363,0,0.40181032,0.48188448,0,0,0,0,0.8551521,0.5298963,2.7411754,0.07941381,4.415296,3.1489694,2.3651052,0,0.54651946,4.4756894,1.8294125,0,2.7152402,3.568031,1.4583135,0,2.3223045,2.0351465,0,0,2.769165
zmbvnfm-02,0,0,0,0,0,0,1.7772828,0,0,0,0,0,0,0,6.6709666,0,0,2.6332314,2.6209905,0,4.7391734,1.5282944,9.858895,0,7.627142,10.691443,0,0,0,0,0.70093465,5.3136654,4.5365596,0,2.6212654,0,0,7.5974526,0,0,3.0067532,0,0,8.010606,0,0,0,0,2.6970825,0,7.6083736,0,0,0.6815123,5.9339604,0,0,0,8.477004,4.514347,8.119733,0,0,0,0,0,12.7441435,0,0,0,0,0,0,2.1507013,2.868447,0,0,0,7.4075136,0,0,0,0,0,6.1036196,0,0,0,0,2.805135,0,0,0,0,0,3.9189234,0.31547987,3.0341337,0,2.0807137,0,0,4.8692403,0,0,4.519691,0,0,0,0
zmbvnfm-03,0,0,0,0,0,0,3.8931077,0,0,0,0,0,3.0505447,0,5.290506,0,0,4.0218954,0,0,3.3148105,2.6266751,9.350699,0.8347813,0,9.228256,0,0,0,0,2.2911677,0,6.394954,0,4.097224,0,0,0.15456031,0,0,0,0,8.128859,7.2695856,1.4254311,0,0,5.0806446,0,0,0,0,0,2.5154693,0,4.6534195,0,0,6.0897627,4.665738,7.5116215,0,0,0,0,4.748909,7.8372293,0,0,0,0,0,0,8.151476,5.6326904,0.06850234,0,0,6.0995226,0,0,0,0,2.25356,5.373194,0,0,0,0,0,0,0,0,6.8810043,0,8.422841,0,7.0891304,0,5.034135,0,3.086571,1.6516929,0,0,4.126899,0,0,0,4.054888
zmbvnfm-04,0,0,0,0,0,0,1.9377232,0,0,0,0,0,0,0,4.924756,0,0,8.9061165,0.025868226,0,1.6875871,7.146488,5.3603716,0,7.9634295,14.820972,0,0,0,0,4.182382,2.770906,8.173973,0,7.9909124,0,0,4.128115,0,0,0,0,0,2.7924223,0,0,0,0,0,0,2.8705847,0,0,3.2023237,0,6.5064406,0,0,3.062962,5.350616,8.958583,0,0,2.0443335,0,0,16.005564,0,0,0,0,0,0,8.725454,4.719302,0,0,0,5.3649592,0,0,0,0,3.8331149,6.2846236,0,1.6171695,0,0,0.039423406,0,0,0,0.6031194,0,3.3695245,0.09495321,0,2.223735,1.5108654,0,1.5244681,3.6962612,0,0,7.792625,0,0,0,0
zmbvnfm-07,0,0,0,0,1.9858909,2.5492237,1.3242195,1.2381861,0,0,0,0,0,0.5743855,0.96354085,0,0,0,1.678971,0,3.8653944,0,2.8763256,0.6728337,0,0,0,0,0,0,0.41281563,0.4741319,0,1.6014428,1.0672563,0,0.29964173,0.58861023,0,0.6107982,4.371994,0,0,1.9183111,0.11253739,0,1.0054857,0,0.9643237,0,0.490388,0,0,0,2.1542428,0,0,0,5.719802,3.3444881,2.6532445,0,1.6904142,1.8279253,0,3.0721278,0.83761,0.7006077,0,0,0,0.008971896,0,0.64837307,0,4.5671782,0,0,0.95060873,0,0,0.6315684,0,0.69365966,2.456273,0,0,0.19442037,0,1.7109439,0,0,0,0,0.29744917,1.2349321,0,0,0.13195005,2.7092342,1.8575257,3.306734,3.6945639,0,0,2.2928562,0.25480866,0,0.8617895,1.0899847
zmbvnfm-08,0,0,0,0,1.3910321,0,1.7856853,0.9193661,1.4064474,0.7848996,1.3240005,0,1.6840318,0,0.5091059,0,0,0.986216,1.3571742,0.1778765,0,2.240808,3.6463845,4.3875694,0,0.4927295,0,0,0,0,2.173267,1.568734,0,0.91886866,1.927953,1.941454,0.54764575,0,1.7300633,0,1.9463109,2.345062,3.069676,1.2726381,2.5628061,0,3.1304414,0,0.46269798,0,0.11770842,0,0,0,0,0.12973014,0,0,2.5419807,1.0182828,4.3651934,0,2.002452,0,1.1153276,1.752118,0.3631208,0,0,0.77243197,0,1.0504994,0,0.27983397,0,2.683728,0.79452085,0,0.5483117,0,0,0.16244036,0,2.1704988,0.530279,0,0.50064915,0,0,0.52230537,1.0967574,0.7296655,0,1.2241561,0.5074995,0.5718262,0,0.5689692,3.4939785,0,0,4.1298995,2.5751667,0,0,3.2520373,1.4235332,0,0,0.7512848
zmbvnfm-10,0,0,0,0,3.2714586,1.9605727,2.7597592,3.7720401,0,0,0,0,0.78991616,0,1.7856169,0,0,0.7401252,0,0,2.671973,0,5.5523233,0.36943096,0,0.6427392,0,0,0,0,0,0,0,0,0,0,0,1.1950337,0,0,1.8927437,0.07280938,1.2091174,3.5781715,0.6554164,0,1.103616,0,1.3920877,0,0.2482362,0,0,0,0.12506719,0,0,0,5.5273085,1.7609322,3.663799,0.90179724,3.3255725,0,0,4.3543425,0.34529722,0,0,0,0,0,0,0,2.891924,3.9478757,0,0,2.0518625,0,0,0,0,0.20812783,2.924929,0,0,0,0.98920524,2.4632645,0,0,0,0,1.5478107,2.9575226,0,2.1775918,0,2.016672,0.3703969,0.5250076,1.427624,0,0,0.48165283,2.0322115,0,1.4645445,2.5038226
zmbvnfm-1012,0,0,0,0,1.290289,0,0,0.8303795,7.815768,4.547287,0,0,2.262646,0,0,0,1.5973303,0,9.104844,0,0,0,0.2411568,6.7409954,0,0,0,0,1.9660097,3.6260803,0,1.0525087,0,7.609488,3.0243392,0.5618654,0,5.8631525,1.2235092,0,4.868544,0,3.1851964,1.3297565,7.290643,0,7.400472,0,0,0,0.28425908,0,0,0,2.2994044,0,0,0,1.6066403,7.352795,4.710867,0,0,5.8875084,1.0988456,3.4626076,0,0,0,1.1984679,0,0,0,0,0,4.1894226,0,4.425585,4.0402327,0,0,0,0,3.286631,0.9099438,0,0,5.082777,0,1.1445618,3.586506,0,0,0,2.6482189,3.6511307,0,0,4.8537984,3.1748714,5.7779474,4.336985,2.389057,0,0,0,2.754039,0,0,3.8107574
zmbvnfm-1013,0,0,0,0,0,5.9393,6.358246,4.848355,0,0,0,0.8154687,0,0.14009076,3.7549057,0,0,0.5435793,3.6433315,1.2690582,4.5855536,0,4.220742,4.014341,1.2766166,0.73605835,0,0,0,0,0,0.023483105,0,0,0,0,4.5500245,3.072873,0.60117036,0.86807334,4.2767158,3.5805461,0,0,0,0,4.197834,0,3.873416,0,4.3430295,0,0,0,1.2553377,0,0,0,5.6882725,0.5959349,3.6775649,0.035956264,2.1955342,0,0,2.1767912,1.9269629,0.8055467,0,0,0,0.4826259,0,0,0.37287816,4.322714,0.99634254,0,0,0,0,1.4356139,0,0.6236707,0,0,0,0,2.2061808,8.894181,0,0,0,0,1.781838,0,2.205461,0,1.1251261,6.1347213,0,0.23205951,6.150495,0,0,1.8646822,3.3617332,0,5.470854,1.6549802
zmbvnfm-1014,0,0,0.041478083,0,1.591324,5.169324,3.6059241,0.101685636,0,0,0,0.0102279,0,0,1.6629741,0,0,0,2.1008255,0,5.5147724,0,5.7380657,1.9406623,1.1135947,0,0,0,0,0,1.1529264,1.621894,0,1.1563112,0,0,2.1469069,1.5690362,1.4766984,0,6.9072165,0.08420172,0,1.6252184,0.24433625,0,1.8035817,1.6330447,3.1758504,0,1.8099394,0,0,0,6.2003226,0,0,0,10.026812,2.7904155,1.9082909,0,0.44816998,2.2272284,0,1.0544012,1.6022052,1.066637,0,0,0,0,0,2.0986142,0,5.362117,0,0,1.3028766,0,0,0,0,0,1.9846026,0,0,0,0,5.291977,0,0,0,1.2377037,0,3.2927444,0,1.6276723,0.07556304,4.244255,0,2.6809347,4.64769,0.15753521,0,4.5655646,0,0,1.5859591,0.5609943
zmbvnfm-1015,0,0,0,0,3.645945,4.860712,3.7636318,0.3906221,0,0,0.22654325,1.3655078,0,0,0.2978709,0,0,0,3.2931204,0,3.0821238,0,4.503091,1.0278478,1.4429488,0,0,0,0,0,0,0,0,2.3940814,0.025428481,0,3.1335588,2.346456,1.7125832,1.7210281,8.331985,4.8229866,0,2.1833553,0.80570465,0,2.3857884,0.31778464,0.82200366,0,1.012226,0,0,0,3.6781662,0,0,0,8.523642,1.003177,5.341999,0.7374734,3.8979883,0,0,4.2171884,2.0472212,0,0,0,0,0,0.4219704,0,0.59036046,6.483995,0.42726406,0,0.46401352,0,0,1.5890552,0,0,0.8334914,0,0,0,0,4.2978787,0,0,0,0,0.24143763,1.8110598,0,0.9360114,0.08580947,2.5422924,1.000456,0.5930073,4.1472774,0,0,3.6653285,1.8884323,0,6.3486505,0.47316307
zmbvnfm-1022,0,0,0,0,1.0063933,6.1717095,0,5.256786,0,0.2475759,0,0,5.6298704,3.2321444,3.7376406,0,0,5.928095,0,0,3.7883816,0,7.836581,0.22544527,0.9218942,8.86856,0,0,1.3320007,0,2.1727533,5.630914,0.41574615,2.1891165,5.2967,0.5508641,0,0.72565925,0,0,10.232403,2.8952332,0,5.0076294,5.5776305,0,0.52119005,0,0,0,0,0,0,0,0,3.4172258,0,0,4.177527,0,8.325238,0,4.284532,0,0,3.206471,2.0245123,0,0,0,0,0,0,3.597419,0.001881349,8.193483,3.7713041,3.471044,0,0,0,1.0227102,0,0,0.9389844,0,0,0,0.41663334,5.7327724,0,0.8412795,0,0,2.971684,0,0,1.0835001,0,2.9218082,0,0,0,0,0,2.7594354,0,0,0.7630075,0
zmbvnfm-1023,0,0,0,0,0,0,3.3270133,0,0.21412918,0,0,0,0,0,2.8752227,0,0,2.3567476,1.3540598,2.9999752,1.9694922,0,0,4.3619223,0,0,0,2.1569045,2.2531605,0,0,0,2.4013631,0,0,0.22535476,2.699761,3.0652585,5.3961673,0,0.8901536,4.0074596,4.7748437,0,0.6353263,0,4.696342,0,1.8713948,0,0,0,0,0,0,0.16343343,0,0,0,0,2.009968,0,0,0,2.4792974,4.7188997,0.53780234,0,0,3.02761,7.086682,2.295032,0,0,0,0.907163,2.7020278,1.3497589,0,0,0,2.5043688,0,3.6441107,0,0,0,0.26341605,0.6773713,4.2982306,0,2.6220732,0,2.573263,1.31737,3.505869,0,0,2.1848478,5.997941,0,1.120272,3.6096983,0,0,0,2.322173,0,0,3.6326044
zmbvnfm-1025,0,0,0,0,2.5781746,0,1.4466764,0.11585321,1.1454148,0,0.2637749,0,2.5676138,0,0,0,0,1.7924291,1.1534886,0.07703725,0,1.2348431,1.461944,3.186681,0,0,0.0530575,0,0,0,0.62442714,0.7502222,0,2.4237018,3.444687,1.0834976,0.011367718,1.3942153,3.249061,0,2.0138252,2.3972504,2.2043874,0.88502336,0.9661026,0,4.542229,0,0.7061029,0,0,0,0,0,0,0.6185336,0,0,3.2642467,0.758146,3.3950262,0,3.0661643,2.0331142,1.0936489,2.3331125,0.378213,0,0,1.0995953,0,0.041514352,0,0.48345155,0.64603394,2.2798655,0,0,0.083328076,0,0,1.1379875,0,1.1448718,0.4428745,0,0,0,0,1.8640878,2.9188085,0,0,0.8651968,0,2.7447312,0,0,5.2166486,0.9149367,0,2.1901221,1.4782689,0,0,3.900212,1.7676545,0,0,0
zmbvnfm-1032,0,0,0,0,4.346427,0.8580832,1.9907284,2.5712838,0,0,0,0.51527774,0,0.8799215,0.7783991,0,0,1.9799234,0.18994981,0,3.7847004,0,4.1935077,0,0.6931342,0.6566813,0,0,0,0,0,0,0,0.9685878,1.29956,0,0,1.7926203,0,0.67748344,3.358839,1.1977057,0,1.5167514,0.4096693,0,2.6463692,0,0.4718813,0,1.5211873,0,0,0,0.9621177,0,0,0,5.2935114,1.306272,3.8468778,0,4.1295686,0.23185445,0,3.5405977,3.0641985,0,0,0,0,0,0.58111,0.36031872,2.2564986,2.8914878,0,0,2.163685,0,0,0.78008413,0,0,2.2732987,0,0,0,1.0880902,3.2331429,0,0,0,0,0.91226995,0.9201705,0,0,0.69373786,1.67082,1.8624,1.4133952,1.8335755,0,0,2.538589,2.0886629,0,2.3926556,0.25355104
zmbvnfm-1033,0,0,0,0,2.2264655,3.2163556,0,0.98894596,0,0,0.75827557,0,1.1898507,0,0,0,0,2.0404627,0.20728396,0,4.0693755,0,7.5675097,1.1188047,0.59856474,0.95143384,0,0,0,0,2.661754,2.367675,0,1.2676797,1.3739414,0,0,0.52420664,0.9386814,0,5.4207067,0.64116013,1.6016376,3.3270092,2.8200462,0,2.2845547,0,0,0,0.8220469,0,0,0,2.0072668,0.013612144,0,0,5.0815477,4.172855,4.036427,0,2.7512763,1.0609341,0,3.570749,2.942774,0,0,0.04559624,0,0,0,1.9518374,1.612621,2.2273605,0,0,1.3078892,0,0,0,0,0.98906153,1.7307117,0,0,0.7704164,0,2.5579984,0,0,0,1.9164687,0,3.8243306,0,0.34532613,1.4067224,2.8425438,0,1.8113141,1.6726446,0.13529019,0,4.0358734,0.33651325,0,1.1078216,0.1907673
zmbvnfm-2011,0,0,0,0,1.2724967,1.1848621,0.42726505,1.8360255,0,2.0671644,0,0,2.04548,0,1.3012253,0,0,0.046310306,2.9908695,0,0.71409446,0,5.309866,4.691266,0,1.3444678,0,0,0,0,0.48567277,4.2801223,0,2.1076567,0.63988906,0.21553496,0,2.2134135,1.3812717,0,3.5425184,1.4351755,1.2416354,4.1614747,2.845211,0,3.7418306,0,0.7360988,0,1.5051388,0,0,0,2.9660332,0,0,0,5.7232995,2.7687223,6.1577787,0,0,1.2907203,0,1.328861,0.90596414,0.421045,0,0,0,0,0,0,0,2.7893052,0,0,3.5246122,0,0,0,0,2.459644,2.56608,0,0.3414488,0,0,2.256305,1.650274,0,0,1.4376293,0,2.6784022,0,1.453828,3.4523187,2.5716548,0,1.6562237,2.3956556,0,0,4.052785,0.49698243,0,0,0
zmbvnfm-2012,1.2703781,0,0,0,1.6503897,8.014787,1.5144,7.4341216,0,0,0,0,0,0,0,0,0,0,2.7780094,0,0.1015519,0,4.2665553,0,4.136524,2.052478,0,0,4.470584,0,0,0,1.1719662,0,0,0,1.6347762,1.4752373,0,3.0121117,7.7852526,2.7406347,0,0,0.10639235,0,4.5168757,0,0.52801055,0,4.0396867,0,0,0,2.9655287,0,0,0,1.6460172,0,3.946791,7.7782373,2.3592637,0,0,3.218092,1.6584135,0,0,0,0,0,0,0,2.6456304,1.8415698,1.1173857,0,0,0,0,0,0,0.98193043,0,0,0,0,2.0764165,5.176868,0,0,0,0.2839956,0,0,2.7160623,1.4964799,0.8330579,4.780581,2.727923,0,3.9537377,1.5921898,0,0,2.5285552,0,8.456222,0
zmbvnfm-2013,0,0,0,0,0.63320076,2.6733065,1.7743062,4.1551223,0,0,0,0,0,0,0,0,0,1.8623327,2.5087183,0,1.2932744,0,4.5359955,1.1146502,1.7575243,0,0,0,0,0,2.7142532,0,1.3150966,0,0,0,1.122559,6.0974936,0.81985104,2.320885,2.5431387,4.0940704,0,0,0,0,6.1376796,0,0.32691303,0,0.82701886,0,0,0,0,0,0,0,3.665275,0,2.7692308,0,4.7147017,0,1.7739677,2.1494398,2.7399874,0,0,0,0,0,0,0,1.0031358,3.1287236,3.2336888,0.5891174,0,0,0,0.76642394,0,0,0.12749337,0,0,0,1.5485556,4.8129225,0,0.12015346,0,0,0,0.2329043,0,0,1.4277016,2.1434572,0,0,2.9052162,0,0,2.2538526,2.8768728,0,5.617816,1.2983526
zmbvnfm-2014,3.6834044,0,0,0,0,0,0.033704285,2.4222238,0.8385367,0,0,0,2.1794164,0,3.2724948,0,0,3.9364886,0,3.3442452,0.8098974,0,3.2358117,7.482803,0,5.8406944,0,0,0.5591961,0,3.747595,0.06335952,0,1.7779564,1.6650796,2.2172225,1.1284215,0,2.3814802,0,4.9568496,0,2.150066,4.8552103,6.2294507,0,1.6601928,0,1.5475359,0,0,0,0,0,0,2.058718,2.057224,0,4.469156,2.7215438,4.851379,0,0,0,0.64423925,5.201494,2.1682653,0,0,0,3.6151435,2.4101956,0,0,0.49452335,0.2237446,0,0.5629722,2.0718052,0,0,0,0,1.9789507,0.05791626,0,0,0,0,0.5769512,3.4906814,3.7418773,3.2315147,4.418925,0,5.810486,0,1.6344668,2.8136418,2.939423,0,0.06803891,3.6115217,0.78154856,0,0.12604275,0.89453983,5.0752163,0,0
