samples,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109
msm6j2op,0,0,1.0923203,0,1.0854938,0,0.9366987,0.18238872,0,0,0,0.11462787,0.16236766,0.3860979,1.1431831,0,0,0,0,0.6771618,0,0,0.24421354,0.7262509,0,0.8574193,0.12458047,0,0.004141067,0.088259146,0.058736492,0,0.058001384,0,0,0,0,0,0.18104993,0.52358,0.32306072,0.7455826,0.13494903,0,0.47018993,0.79775804,0,0,0.21539956,0.13172747,0,0.11571771,0.07776972,0.075513884,0,0,0,0.75952214,0,0,0.19126773,1.0934525,0,0,0,0,0,0,0,0.4052156,0.06129717,0,0,0,0,0.2999784,0,0.16000846,0,0.26023299,0,0,0,0,0.3309019,0.2244481,0,0.15543492,0,0.16859667,0.037662253,0.007573896,0,0,0.19881749,1.148666,0.3378862,0,0.5207814,0.461647,0,0,0,0,0.4716931,0,0,0.16868599,0,0.61068857
msm6j2ig,0,0.4616773,1.2501403,0,0.79565203,0,0,0.060463347,0.5905566,0,0,0,0,0,1.6862417,0,0.14070643,0,0,0.4694291,0,0,0.032892726,0.3139596,0,0.41660297,0.021491677,0,0,0,0,0,0.73426193,0,0,0,0,0,0.40668938,0,0.38630602,0,0,0,0.16654621,0,0,0,0.108546,0.52611095,0,0,0.5620374,0.5592355,0,0.17899781,0,1.224035,0,0.49472743,0,0.4999097,0.06560632,0,0,0,0.08954565,0,0.53590506,0.2440945,0.5873622,0,0,0,0.3183002,0,0,0.42288387,0,0.62217087,0,0,0,0,0,0.66148806,0,1.1974361,0,0.26537308,0,0,0,0,0,0.61696035,0.11997824,0,0.6430334,0.048070997,0.03518097,0,0.32471487,0,0,0,0,0.25409955,0,0.3473565
hsma33ia,0,0.28903383,0.52500093,0,0,0.08635096,0.145773,0,0.40197703,0,0.6632976,0.22479853,0,0,0.29458487,0,0,0.049291328,0.061441258,0,0,0,0.024622388,0,0,0,0.13212356,0,0.23993564,0.1808649,0.34238136,0,0.33869323,0,0.03270368,0.54822475,0.2808916,0,0,0.3389267,0,0.18776613,0,0,0,0,0,0,0.21384475,0.09108862,0,0.10565916,0.3575871,0.19957367,0.3156265,0.4981131,0,0.13448003,0,0.6301699,0.66046375,0.08826698,0,0,0,0.046091847,0,0.09885111,0.21519977,0,0.16675974,0,0.1725659,0,0.58799124,0,0,0,0.20235844,0,0.16106033,0.5471891,0.075822845,0.168441,0.28622738,0.1959798,0,0,0,0,0.26424435,0,0,0.27602866,0,0,0.09676152,0,0,0,0,0,0.57721424,0.713201,0,0.03405552,0,0,0.48071325,0.23089513
hsm7cyws,0.05055307,0.13803966,0.58512616,0,0.4078062,0,0.39631495,0.061549596,0.23186453,0.09774567,0.15755759,0.41463295,0.36845958,0,0.44996426,0,0,0,0,0,0,0.3238413,0.09255077,0.31351042,0,0.124090426,0.33459684,0,0.10384253,0.059638545,0.2955101,0,0.07596121,0.03715017,0.46888405,0.46741036,0.09765201,0,0.19551419,0.39432153,0.2622959,0.32052213,0.28176266,0.1553405,0.13471258,0.2170793,0,0,0,0.10561563,0,0,0.09209294,0.42125428,0.29830092,0.60165507,0,0,0,0.09515216,0.38138092,0.10768161,0,0,0,0,0,0.25066072,0,0,0.28766942,0.1120134,0.4344993,0,0.16435938,0.16489314,0,0,0.18979767,0.000120632,0,0.20527978,0.103646,0.23469229,0.07262148,0.4365455,0,0.29110783,0.29672763,0,0,0,0,0.20873854,0.008436263,0,0,0,0,0.26064512,0.096278176,0.026153024,0.19897845,0.2057381,0,0.01612391,0.17787912,0,0.2454103,0.07738451
hsma33ks,0,2.4131408,1.6246829,0,6.375541,1.6674554,0,0,3.1866584,0,0,0.24624377,0,0,1.2576599,0,0,0,0,0,0.22437818,0.14319827,0,1.2389919,0,4.5607743,2.4492145,1.6132972,0,0,0,0,3.9700365,0,0,0,0,0.35340145,3.353208,0,5.306033,3.851227,2.1667218,0.14859916,2.5131075,0,0,0,0,1.327015,0,0,1.7029195,1.4212868,0,3.4262795,0,0,0,0,0,0.23020284,2.1787314,0,0.019244503,0,2.2071073,3.0640256,0.0912261,0,0,0,0.41198337,0,1.3810382,0,0.29318467,4.2432947,0,1.2337013,0,0,0,0.2751292,0,0,0,6.6154194,0,0,0,0,1.4990327,3.0856204,0,1.5661175,0,0,0.19276494,5.2330523,2.6318505,0,0,0,0,0,1.3863769,1.697347,0,0
hsm6xrqb,0,1.9834324,0,0.6170321,0.438089,0,0,0,0.21726787,0,0,1.1314815,0,0,0,0.90243876,1.9526205,0,0,0,0,1.9287488,0.45517695,0,0,0.38897893,0,0,2.3020961,0,0.71474135,0,0,0,0,0,0,1.1347113,1.9505514,0,0,0.31607246,0,0,0,0.058597732,0,0,0,2.0632684,0,0,0.8991729,2.7031636,0,0,0,2.6689506,0,0,1.0790664,0,0,0,0,2.5066483,0,0,0.060102396,0.09202838,0,2.0449889,0,1.172006,0,0,2.2717245,0.13927314,0,4.400868,0,0,0.10234358,0,0,0,0,0,0,0,0,2.2171829,3.2327209,0,0,0,0,0,1.5993171,0.35023248,0.5226733,0,0.545117,0,0,0.59085065,0,0.50431705,0,0
hsm7j4hm,0.27066857,0,0.1251821,0,0.28213948,0,0.001917467,0.3157737,0,0,1.1418469,1.2324479,0.64855385,0.5187735,0,0.7477898,0,0,0.8320554,0,0.3504077,0.757979,0,0,0,0,1.6217307,0.85632724,0,0.12819766,1.3557017,0,0,0.84654635,0.8326191,0.051132288,0.96971446,0.37475148,1.3699323,0.06462252,0,0.5129323,0.10781622,0.29925036,0,0,0,0.21919887,0,0.40138572,0,0,0,0.20544432,0.5644818,0.9627652,0,0,0,0,0,0,0.2785607,0,0,0.12709124,0,0.9048702,0,0,0,0.20809536,0,0,0,1.0604005,0.43137056,0,0.5784738,0,0,0.29006818,0,0.8317945,0,0.67188,0,0,1.186791,0.06603692,0,0,0,0.056718048,0,0,0,0.44916904,0,0,0,0.53049594,0.3906958,0,0,0.23766261,0.42090535,0.3039273,0.33328924,0.06665474
csm79hov,0.07196312,0.2462656,0.42441255,0,0.2625551,0.16262926,0.11049257,0,0.20193817,0,0,0.031847946,0,0,0.26621568,0,0,0,0.1903283,0,0,0.1077241,0.13286598,0.04005435,0,0.003324434,0.36608157,0,0.18314919,0.4771903,0.051467493,0,0.14039287,0.008258022,0.36410025,0.54570055,0.16555187,0,0.14240037,0.35909516,0,0.39169312,0,0.51580554,0.005078947,0.37697566,0,0,0,0,0,0,0.18379724,0.77794874,0.037770245,0.48909467,0,0.047370616,0.005758479,0.36314604,0.37169984,0.36506185,0,0,0.1320338,0,0,0.16919783,0.5245487,0,0.46716124,0.20159717,0.49638847,0,0.28666702,0.24325849,0,0,0,0,0.19113734,0.32955134,0.6329678,0.26357043,0.44273114,0.71357584,0,0.052674368,0.035885777,0.012403835,0.08473849,0,0,0.47588286,0.1319055,0.17962556,0,0,0,0,0,0,0.34351453,0.45411953,0,0.007137463,0.28487763,0,0.20328405,0.110846475
psm7j1b9,0,0.23873937,0.1215491,0,0.21167752,0.20375504,0.43808255,0.07456912,0.30758473,0,0,0.13682589,0,0,0.5078819,0,0,0,0.07494356,0,0,0.3355488,0,0.5032639,0,0,0.17351635,0,0.32061696,0.042099416,0.06147887,0,0,0.04029146,0.5851466,0.47044453,0.045096535,0,0.22550997,0.19318044,0.28282857,0.4256714,0,0.6438765,0.018192422,0.480481,0,0,0,0.08789754,0,0.064713284,0.25340837,0.3965957,0.06845683,0.388063,0,0.050860554,0,0.03318242,0,0.28515628,0,0,0,0,0.058088467,0.30301943,0.30197334,0,0.2642085,0.2711015,0.45421016,0.1144297,0.6101674,0.20130704,0.036181144,0,0.1622293,0,0.1978822,0.020082317,0.3586312,0.028435,0.009060475,0.66128016,0.07075288,0.33558285,0.2537281,0.07108863,0,0,0,0.49128246,0.20865372,0,0,0,0,0.24766088,0.06622498,0,0.33737126,0.063210286,0,0.089142926,0.17796195,0,0.22646573,0
msm79h5k,0,1.1566397,0.42172882,0,0.50829405,0.17333888,0.21805342,0,0,0,0,0.41760215,0,0,0.49230817,0,0,0.30127317,0,0,0,0,0,0,0,0,0,0,1.7213801,0.16200519,0.048312545,0.20018218,0.04938295,0,0,0.33219653,0.5086199,0,0,0,0,0,0,1.2724377,0,0.06645304,0,0,0,0,0,0,0.031651057,0.8682986,0,0.9281508,0.51791257,0,0.83942825,0.32309553,0,0.5018505,0.1470243,0,1.1682377,0,0,0.35076436,1.1261985,0.36735934,0.5253974,0.57374525,0.6685313,0,1.1113976,0,0,0,0.02802416,0,1.2826759,0.884576,1.9008726,0,1.2097443,0.33025676,0,0.66959214,0.36292788,0,0.30565363,0.020230908,0,0.13551198,0,0,0,0,0.385,0,0.33718038,0,0.95861965,0.43486202,0,0.59664464,0.38392234,0,0,0
hsm6xrv6,0.03980975,0.4420269,0.63866836,0,0,0,0,0,0,0,0.5350687,0.49061918,0.44929364,0.016716912,0.22861588,0,0,0.0573429,0,0,0,0.106257126,0,0,0.15483403,0.031125497,0,0.2676827,0.57043695,0.15314859,0.7068449,0.42117858,0.43589243,0,0.042936545,0.7382883,0.76441455,0.015670631,0.21964519,0,0,0,0.3504864,0,0,0,0,0,0,0,0,0.29888707,0.07066842,0,0.61291885,0.6523924,0.014473601,0,0.01833639,0.36344928,0,0.027089473,0,0,0.17474799,0,0,0.29187828,0.1544102,0,0,0,0.3111492,0,0.7437808,0,0,0.11394175,0.39132527,0,0.69257593,1.1990509,0.19549668,0.058533713,0.3644135,0.12748931,0,0,0.09330299,0.16791713,0.42163822,0,0,0.104681864,0.074974135,0,0,0.31654054,0,0,0.023658715,0.1108688,0.16300696,0.47000685,0.18182017,0.2930217,0,0.14897199,0.6705055,0.22093207
msm79h81,0.29240152,0.17604907,0.16679338,0,0.03472206,0,0,0,0.3675673,0,0,0.57558846,0,0.12279834,0,0,0,0,0.93064183,0,0,0,0,0,0,0.029203298,1.4312904,0.3246313,0.27385166,0.052521423,0,0.31177607,0.6673823,0,0,0.7604508,0.42909104,0,0.2608891,0.6436428,0,1.2617178,0,0,0,0,0,0,0.07249306,0,0,0,0.24576083,0,0.089701965,0.010877647,0,0,0,1.6122956,0,0.38560224,0,0,0.092556536,0,0,0,0.08307062,0,0.05546858,0,0.26325792,0,0.96808726,0.46342325,0,0,0.09192493,0,0.41692674,0.607616,0,0.31886697,1.7525175,0,0,0.21080995,0,0.4539019,0,0,0,0,0.5228094,0.9954855,0.5867484,1.0811172,0,0,0,0.1981833,0.4475601,0,0.11212649,0.5582509,0.034257993,0,0,0.61366904
msm9vzhz,0,0,0,0,1.3814281,0.953706,0,1.3128836,1.5950476,0.7862438,0,0.8416673,0,0,0,0,0,0,1.0122211,0,0,0,1.7191939,0,0,1.3068957,0.7580658,1.0829535,0,0.54419863,0,0,0.5160719,0,0.5369148,0.29128057,0.120107554,1.1733748,1.3012913,0.80055547,0,1.3570338,0,0.02850572,0.85720176,0,0,0,0.55850005,0.3264455,0,0,0.12397087,0.935104,0.447742,1.5626608,0,0,0,0,0.058306858,0,0,0,0,0.3261485,0.6656846,0,0,0,0.98404384,3.1003876,0,0,0,1.3787435,0,0,0,0.5154641,0,0,0,0.34051615,0,1.198211,0,0.3374097,0,0,0.38056535,0,0.5997783,1.6544989,0,0.99962693,0.7837122,0,0,0,0,0,0,0.7127335,0,0,0,0,0.6996924,0.7048346
msm6j2kc,0.41121697,0.59137076,0.5322518,0,0.27240863,0,0,0,0.44868797,0,0,0.086204566,0.23538783,0,0.44147784,0,0,0.000995141,0,0,0,0.2757411,0,0,0,0.14658035,0,0.194403,1.1004703,0,0.449066,1.4306581,0.16904075,0,0,1.0897778,0.09541382,0,0.22462833,0,0,0.17577878,0,0.35269168,0,0.25750452,0,0,0.31593904,0,0,0.25794005,0.28006157,0.46601376,0.17430373,0.3845566,0,0,0.116620034,0,0,0.08220386,0,0,0.93406945,0,0,0.1883196,0.36129907,0,0.22648956,0.10391852,0.1452088,0,0.28296152,0,0,0.64019626,0.30763218,0,0.4490912,0.16739856,0.23598093,0,0.26905,0,0,0.22659954,0.17665538,0.2660953,0.2748044,0,0,0,0.31305003,0.019587731,0.13986802,0,0,0,0.9686536,0,0.21259265,0.28128824,0.20009658,0.32771188,0,0.53008634,0.09533258,0.48278746
csm5fz3r,0.068930656,0.15690726,0.25500104,0,0.51245755,0.06491123,0.045715064,0.23881137,0.4546407,0.40056217,0,0.10656628,0.06302837,0,0.22038989,0,0,0,0.28891996,0,0,0.18280052,0.29918852,0.5788783,0,0.33017105,0.3210006,0,0,0.11596678,0.028063364,0,0.08472255,0.15777493,0.36490607,0.64130694,0,0.0586406,0.23731236,0.22754969,0,0.43149382,0,0.39220813,0.48448786,0.41934034,0,0,0.14692107,0.06382175,0,0.06511606,0.17187682,0.45977572,0.1313503,0.19989048,0,0.16538437,0,0.08595854,0.064330235,0.17460833,0.004253745,0,0,0.029634267,0,0.2780338,0.21175091,0,0.3023994,0.30723652,0.020524018,0,0.099467054,0.3038819,0,0.15723142,0,0.3541321,0,0,0,0.019082587,0,0.5277158,0,0.22095081,0,0.10302514,0.09604755,0,0,0.56027544,0.08342558,0.2483454,0.016115867,0,0,0.17142542,0,0,0,0.4002754,0,0,0.000346236,0,0.057466622,0.24209154
psm6xbug,1.002667,0,0,0,0.45970514,0,0,0,0,0,0.22575508,1.2060293,1.0508269,0.13094538,0,0.2546369,0,0,0,0,0,1.7925864,0.5995984,0,0,0,0.6633137,0.4580316,0,0.9371755,0.46999073,0.5105328,0.14291398,0,1.4341344,0.4334587,0.11510119,0.06587686,0.1404209,0.054016836,0,0.23121223,0.9010503,0.17883062,0.22342162,0,0,0.28328252,0,0,0,0,0,0,1.2191935,0.16633773,0.20603482,0,0,0,0,0.20514044,0,0,0,0.2739324,0.41212732,0.348815,0,0,0,0,0.39384297,0,0.3090304,0.95499986,0,0.6948609,0.57285327,0,0.047344163,0.52569675,0,1.3587091,0,0.099833116,0.4418276,0,0.54568654,0,0.065429024,0,0,0,0,0,0,0.59737366,0,0,0,0.591413,0,0,0.40456188,0.3117634,0,0,0.19112694,0
hsm5md6k,0,0.050775185,0.6977965,0,0,0,0,0,0.36937317,0,0.117747985,1.5348909,0.33459523,0,0.006826172,0,0,1.1025555,0.12763508,0,0,0.24288715,0,0,0,0.16851722,0,0,0,0.22588107,0,0,0.32916006,0,0,0.14239573,0.16392201,0,0.024552833,0.28182256,0.5990894,0,0.34308937,0,0.30691615,0,0,0,0,0,0,0,0.7623228,0.5544518,0,0.7495858,0,0.21719965,0,0.9052106,1.3370267,0,0,0.5394863,0,0.16095877,0,0,0.9635518,0.16429386,0.9805871,0.12786876,0.1342017,0,0,0,0.73705375,0,0.99283606,0,0,0,0,0,0.38291866,0,0,0.88597673,0,0.7485075,0,0,0,0.21672381,0,0,0,0,0.4173079,0,0.22421922,0,0.30246913,0.26625988,0,0.18984377,0,0.845544,0,0
psm6xbw3,0,0.8556769,0.122595765,0.05811454,1.132031,0,0,0,1.8387944,1.0270724,0,0,0,0,0.74515736,0,0,0,0,0,0.64544445,0.49483192,0,0.035836086,0,1.0760417,0.28095478,1.0338547,0,0,0,0,0.6467506,0.30153394,0.002499737,0.6513965,0,0.92404026,1.2312316,0,1.3658644,1.0673668,0.6832099,0.2931238,0.024069097,0.048512593,0,0,0,0.7241695,0.13795422,0,0.1706107,0.0679713,0,0.31780222,0,0.04364977,0,0,0,0,0,0,0.92867726,0.39046964,0.84793895,0.7854441,0.23343566,0,0.07671179,1.0694972,0.17264034,0.22480258,0,0,0.061127357,2.0059643,0,0.029457828,0,0,0,0,0,0,0,1.6821799,0.47068363,0.20350185,0,0,1.2877129,0,0.21302685,0.023217427,0.22029717,0,0,1.9292701,1.8507967,0,0,0,0,0.64466286,0,0.9404351,0,0.64477015
csm7kotq,0,0,0.23406315,0,0,1.2442373,0,0.4214481,0.027241765,0,1.1813121,0,1.4020971,0.45312682,0,0.33587268,0,0,0,0,0,0,0,0.16752394,0.6693449,0,0.40871602,0.29410833,0,0,0,0,0.4653123,0.25416404,0.23755231,0.6088196,0.46300834,0.2536545,0.3269302,0,0,0.4120854,0.90992326,0,0.011657243,0,0,0,0,0.15763879,0,1.8441081,0,0,0.9167922,1.3759278,0.20909314,0,0,0,0.021650113,0.0527262,0.56865,0,0,0.9927132,0.18254088,1.1951871,0,0,0,0,0.27950665,0,0.24065118,0.5921033,0.35862213,0.33843607,0.2439738,0,0,0.7158727,0,0.06921142,0,0,0,0.7974976,0,0.000173327,0.5332855,0,0,1.2834545,0,0,0,0,0,0.22175616,0,0,0.35840085,1.2460697,0,0,0.15715218,0,1.837747,0
csm5mcxf,0.25352794,0,0,0,0,0.6559202,0.83662385,0,0,0,0.786037,0,0.50163305,0,0.25208178,0,0,0,0.03011901,0,0,0.26890367,0.14147729,0.81131953,0,0,0.9614224,0,0,0,0,0,0,0.58719575,1.8437972,0.25724518,0.08164743,0,0.41232994,0.005383937,0.7359047,0.66813225,0.4523704,0,0,0,0,0,0,0.5735006,0.19903558,0.3383655,0,0.20130804,0.57389355,0.5408973,0,0,0,0.4356207,0.038091037,0,0.06845152,0,0,0.17225638,0.38626367,1.3644822,0,0,0,0,0.4819331,0,0.46252382,0.30114824,0,0,0,0,0,1.1373184,0.25574052,1.7860371,0,0.16405645,0,0.18862592,0.7715199,0,0,0,0,0.9039979,0,0,0,0,0,0,0,0.27416572,0.10763015,0.6945012,0.20606174,0.24787411,0.78334826,0,0,0
esm5me9u,0,0.29859853,0.34737244,0,0.26115412,0.18247043,0,0,0.6411008,0,0.38891783,0.51802856,0.040629525,0,0.35833046,0,0,0.033287346,0.3623029,0,0,0,0.37048364,0.5765376,0,0.02113837,0.2640825,0,0,0.7491958,0.09727243,0,0.43764722,0.01631559,0.62079656,0.351483,0,0,0,0.2595074,0.057999462,0.4341634,0,0.2969175,0.43922806,0,0,0,0.08397482,0,0,0.13815041,0.2891474,0.48615718,0.32586974,0.5503581,0,0.21722126,0,0.6178822,0.7339449,0.42537108,0.12326694,0,0,0.06235588,0,0.32222605,0.40517643,0,0,0,0.40315038,0,0.34636086,0,0.3993095,0,0.11896897,0.010266466,0,0.52407837,0.08417524,0.59380126,0.09205875,0.5674928,0,0.17683864,0.12690645,0,0.16065235,0,0,0.7877636,0,0,0,0,0,0,0,0,0.6672305,0.86310685,0,0.12640196,0.09780061,0,0.24764377,0
msm6j2qd,0,0.5842242,0.69156384,0,0.34608468,0.23489006,0,0,0.82699925,0,0.57654846,0.124691784,0,0,0.49671966,0,0,0.09565072,0.16590679,0,0,0,0,0.6428042,0,0.39822605,0.20597808,0,0.13183919,0,0,0,0.37358359,0.10515899,0.14585833,0.41722977,0,0,0.1518009,0,0,0.26507896,0,0.27536687,0.07273092,0,0,0,0.24600455,0.2301251,0,0.54497904,0.371127,0.6699122,0.21804269,0.24252135,0,0.8740566,0,0.8423118,0.639883,0,0.41107008,0,0,0,0,0.4618282,0.37959605,0,0.3190081,0,0,0,0.44898137,0,0.36339572,0,0,0.25793543,0,0.20747466,0.19646016,0.01544445,0.23005599,0.61077607,0,0.09830929,0,0.06485374,0.4436643,0,0,0.40509284,0,0,0.004314251,0,0,0,0.032472253,0,0.5043483,0.68225497,0,0,0.17960766,0,0.18759206,0.37620574
msm9vzll,0,1.0598922,0,0.12703368,0,0.68652666,0,0,0.9173065,0,0,0.014341861,0,0,0.19881535,0,0.32403776,0,0,0,0,0,0,0,3.248629,0,0,0,1.0232205,0.6740099,0.6769112,0,0,0,0,0.5338942,0.5393132,1.9225646,0,0,0,0.5248693,0,0.6270612,0,0,0,0.0536308,0,0,0,0,0,0,0.2606765,1.1695882,0.9776068,0.2285639,1.3595963,0.2956188,0,0.007976396,0.9680215,0,0,0,0,0.93660486,1.4707417,0.9396291,0,2.193935,1.5039757,0,1.5347004,0,0,0,0.44668227,0,2.0419505,1.1285827,0.8302089,0,0,0,0.14443627,1.5586063,1.1226968,0,0,1.0650277,0,1.3625308,0,0,0,0,0.82228655,0,0,0,1.2201025,0.5321262,0,1.1881273,0,0,1.6108139,0
csm67uc6,0,0.6859456,0.17280519,0,0,0.16151501,0.24845563,0,0.21704821,0,0.52145755,0.65157086,0,0,0,0,0,0.0447495,0.6064782,0,0,0,0.035324596,0,0,0,0.31461892,0,0,0.57876515,0,0,0.34338143,0.26295453,0,0,0.16118188,0,0.099308185,0.29146942,0,0.26133078,0,0,0.31748214,0,0.020544639,0,0,0,0,0,0.42636558,0,0.3789913,0,0,0.29280108,0,1.6318294,0.65980357,0.08449301,0.30074164,0,0,0,0,0.08110158,0.34230185,0.18538608,0.2284141,0,0.43677592,0,0.7885911,0,0,0,0.13348942,0,0.27781427,0.8344571,0.27323005,0.9622182,0.5531861,0,0.09153329,0.09062876,0.09108002,0.29806995,0.37227383,0.055053,0,1.0225846,0,0,0.15963,0.15142356,0,0,0,0,0.9434612,0.8141635,0,0.53993255,0,0,0,0.06106388
hsm7j4iq,0,0,0,0,0,0,0,0.7974418,0.8678027,0.22802795,0,0.9291329,0.56524813,0,0.13519543,1.2853045,2.842702,0,0.69368523,0.48020655,0.08758296,0.30998233,2.6538956,0.30512697,0,0.42307162,0,0,0,1.6053573,0,0,0.40996468,0.10178349,0.21068925,0,0,0,0,1.3750788,0,0.3978964,1.0413549,0,2.2794209,0.52696824,0,0,0,0,1.3472084,0,0,0,0.42675412,0.8138343,0.25741532,0.24104792,0,0,1.2752424,0.7454613,0,0,0,2.3415413,0.048106357,0,0.007686209,0.60026103,0,0.7528556,1.0337284,0,0,0.5362893,1.1500671,0,0.36929855,0.8222704,0,0,0,0.4167927,0,0,2.2983904,0.65846723,0,0,0,0,0,0.06878762,0,0.20627487,0,0.69779706,0,0,0,0.96946585,0,0,0,0,0,0,0.52231944,0
msmapc55,0,0.270336,0,0,0.1613793,0.03920357,0.047939114,0.2097916,0.46391764,0,0,0.39593953,0,0,0.4035636,0,0.1459717,0.00788207,0.09139244,0,0,0.03516246,0,0.10959165,0.09812313,0.154133,0.19612864,0,0,0.19461703,0.179343,0,0.055862136,0.048391335,0.30649754,0.7080347,0,0.14796305,0.05108861,0,0.18126962,0.60987836,0.110321626,0.63933355,0.27201584,0,0,0,0,0,0,0.22024848,0.13169381,0.24591132,0.18361734,0.78051275,0,0.09236476,0,0.1255887,0,0.59837854,0.34968513,0,0,0,0.020102248,0.54170585,0.487088,0,0.14322977,0.21024634,0.5127868,0,0.7169176,0.062741585,0,0,0.19836241,0,0.22036725,0,0,0,0.0570862,0.59385717,0,0.46279117,0.2779551,0.085646465,0.14717346,0,0,0.7735179,0,0.051853824,0.07885853,0,0,0,0,0,0.3188655,0.11514198,0,0.0925028,0,0,0.56461805,0
csm79hre,0,0.3562017,0.25899124,0,0.23324005,0.104599014,0.008709671,0,0.3877966,0,0,0.11748208,0.018788006,0,0.2248385,0,0,0.002320562,0.26679647,0,0,0.12782936,0.23828255,0.47592354,0,0.26790234,0.29088697,0,0,0.22956815,0.08106945,0,0.12069586,0.036354415,0.3309569,0.6191606,0,0.06016049,0.14850707,0.010710964,0,0.22422116,0,0.41262662,0.3194769,0.12765825,0,0,0.18780054,0,0,0.33207357,0.3347784,0.50217336,0.24180697,0.13160843,0,0.4235873,0,0.1634496,0.13338497,0.17190471,0.1896523,0,0.02443606,0.026175752,0,0.4371981,0.28082183,0,0.21552964,0.07334545,0.06999802,0,0.23459618,0.062281627,0,0.13500386,0,0,0.06398539,0,0,0.15634584,0,0.44299036,0,0.124770954,0,0.058375333,0.26219252,0,0,0.4372134,0,0.106876045,0,0,0,0,0,0,0.019835252,0.6758644,0,0.049508195,0.060735494,0,0.2199996,0.16500355
msm5fza2,0,0.69977176,2.4429061,0,2.3165646,0,0,0,0,0,0,0,0,0,2.262986,0,0,0,0,0.71824706,0,0,0,0,0,1.6700326,0.64475167,0,0,0,0,0,2.8720007,0,0,0,0,0,0.7211801,0,1.9241722,1.6335659,1.5618017,0,1.9493291,0,0,0,0,1.0096203,0,0,1.5012244,0,0,0.94162863,0,0.66803396,0,0,0,1.5119189,0,0,0.7558397,0,0.87683946,0,0.2390563,0,0,0,0,0,0,0,0,1.9076419,0,0.60840607,0,0,0,0,2.0960093,0,0,3.4200609,0,0.46044,0,0,0,0,0,3.459216,1.0639857,0,1.933389,2.6107264,0.8936042,0,0,0,0,0,0,0.63051355,0,0
msmapc64,0,1.141917,0,0,0.099489674,0.40455866,0,0.17152429,0.07516195,0,0,1.78333,0,0.09930835,0.41230175,0,0,0,0.002643663,0,0,0,0,0,0,0,0,0.23312351,0,0,0.2434278,0,0,0.2821563,0,1.154997,0.4270501,0,0,0,0.15799674,1.3054358,0,2.2257266,0,0,0,0,0,0,0.088830344,0.3957832,0,0,0.6488481,2.754342,0,0,0,0.2674292,0,0.8942421,2.6934505,0,0,0,0,2.948998,1.4585842,0,0.23698618,0.83668077,0.1721969,0,2.235034,0,0.033103425,0,0,0,0.84373397,0.5904124,0,0.53915036,0.35059515,0.83985484,0,1.6170033,1.6145661,0,0,0,0,2.3322685,0,0,0,0.052830152,0.21490344,0,0.05425395,0,1.0705996,0,0,0.5882177,0,0.48454714,0.7837944,0
psm6xbs8,0,0.20556511,0.43627053,0,0.33034933,0,0.2827299,0.1589523,0.21541052,0,0.25332576,0.31594956,0.29279026,0,0.2406871,0,0,0,0,0,0,0.100917205,0.069747,0.16779187,0,0.07304472,0.27632463,0,0.0590481,0.10319936,0.38131854,0,0.045460004,0.014760923,0.27936494,0.54270685,0.07381187,0,0.14112267,0.23031294,0,0.14027965,0.07350331,0.16955076,0.10114406,0.15137608,0,0,0.010802682,0.028828511,0,0.09971417,0.08774338,0.39885056,0.23840296,0.5373381,0,0,0,0.11119493,0.3515931,0.11261822,0,0,0,0.08162847,0,0.3274642,0.13558374,0,0.20738702,0.19968732,0.24148938,0,0.16400847,0.0631687,0,0,0.17764595,0.003384541,0.033397734,0.19632205,0.06283464,0.17537011,0.058746513,0.3957155,0,0.16899867,0.19306478,0,0.011991296,0,0,0.22237162,0,0,0,0,0,0.03197458,0,0,0.25243938,0.5194482,0,0.042706836,0.08803968,0,0.41371435,0.12918317
psma263m,0,0.36943987,0.059637997,0,0.3283567,0.09420122,0,0.3446541,0.56478536,0.5167073,0,0.15132281,0.30172342,0,0.19492151,0,0,0.012478806,0,0,0.19315453,0.12902406,0,0.21326877,0,0.22220188,0.111407936,0.14130092,0,0,0.1929644,0,0.012232952,0.1675262,0.17515677,0.5777989,0,0.5589247,0.4544549,0,0.16436923,0.55976725,0.038385347,0.2626865,0.3218695,0.28054392,0,0,0,0.19020551,0,0,0.010619149,0.018482177,0.17628235,0.20807415,0,0.07496214,0,0,0,0,0,0,0,0.44519222,0.002551451,0.34879625,0.06290166,0,0.16900109,0.69739306,0.19814157,0.28021234,0,0.09350704,0.05666824,0.4402054,0.2378219,0.27481502,0,0,0,0.026833158,0,0,0,0.5024105,0.19184375,0.2890681,0,0,0.21792114,0.3876153,0.056511294,0,0,0,0,0.48081237,0.17862391,0,0.23819683,0.22109188,0.000899978,0.528604,0,0.045797788,0,0.20333925
