samples,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109
csm79hgd,0,0.3693408,0.14786261,0,0.20422326,0.13742687,0,0.28676397,0.9141633,0,0.14341511,0.007261701,0.27832705,0,0.28171054,0,0,0,0,0,0,0.12103844,0,0.44825104,0,0.533194,0.30423954,0,0,0,0.25356695,0,0.20909438,0.058910146,0.04346752,0.6623119,0,0.2971058,0.16691531,0,0,0.49218774,0.3264341,0.37749994,0.22850536,0.036972847,0,0,0.12388915,0,0,0.65035444,0.20517698,0.4803218,0.30759925,0.49538758,0,0.47023296,0,0,0,0.18543279,0.2691041,0,0,0.339598,0,0.70472556,0.1542898,0,0.33138716,0.024106817,0.07885375,0,0.32266283,0.116109684,0,0.42036456,0.26599947,0.08489566,0,0,0,0,0,0.4255614,0,0.4658791,0,0.2043643,0.45737067,0,0.03152234,0.30732772,0,0,0.19339123,0,0,0.13068902,0,0,0.18205638,0.49317682,0,0,0,0,0.7896149,0.12751153
hsm5md6e,0.10433706,0.07942044,0.3921554,0,0.45651478,0,0.31514597,0.38057327,0.28979546,0,0.24555391,0.4414491,0.25165188,0,0.21443239,0,0.066787705,0,0,0,0,0,0.4416061,0,0,0.17445394,0.21514943,0,0,0.27379915,0.30756435,0,0,0.04840018,0,0.5220218,0.17520681,0,0,0.57339436,0,0.103564225,0.3418635,0,0.5025247,0.12166596,0,0,0.036501165,0,0,0,0.12015746,0.16085908,0.29356605,0.4849786,0,0,0,0.08584036,0.9795004,0.15959027,0,0,0,0.28471968,0,0.16331887,0.0111173,0,0.65963405,0.16242516,0.44681424,0,0,0.11485517,0,0,0.28231066,0.09092612,0,0.041646175,0,0.15959546,0.2660359,0.03587717,0.006944712,0.16819856,0.022944972,0.14031133,0.07856055,0,0,0.12567487,0,0.012950186,0.13070399,0,0,0.000446521,0,0,0.25710326,0.61362296,0,0.01974414,0,0,0.376526,0.051074415
hsm7j4my,0,1.5615813,1.1504995,0.26680973,0.85739446,0,0,0.3806723,0,0,0,0.6349408,0,0,1.6880181,0,0.8645429,0.22869334,0,0.8376533,0,0.74750733,0.3425308,0,0,0.43990928,0,0,3.408172,0.3980544,1.8277928,0.20789881,0,0,0,0,0.4979161,0.006831706,0.26288626,0.38801587,0,0.31320766,0,0,0.43249744,0.14230727,0,0,0,0.37991366,0,0,0.94769704,0.69739026,0,0.89026004,0,0,0.5267869,0,0,1.147567,0,0,0.31343132,0,0.7449127,0,0.089107804,1.9705368,0,0.08757356,0,0,0,0,0,0,0,2.103257,0,0,0,0,1.5412858,0,0,0,0,0.6455846,0,1.5442076,0,0,0,2.266807,0,0,1.3725888,0,0.9125732,0,0.5000725,0,0,0,0,0,0,0
msm5lli2,0.009700213,0.14428778,0.4214517,0,0.1488283,0,0.35538256,0.33299592,0.2858895,0,0.59913206,0.16720098,0.18871328,0,0.23522536,0,0.021491252,0,0,0,0,0,0.115896836,0,0,0,0.28392428,0,0.044688508,0,0.56473756,0,0.12388234,0,0,0.5660067,0.091743626,0,0,0.30161506,0,0,0.18277718,0,0.19268319,0,0,0,0.38799173,0,0,0.14016649,0.1921505,0.19822983,0.3423108,0.73285437,0,0,0,0.285047,0.7844827,0.1183263,0,0,0,0.26079372,0,0.18951982,0.1454311,0,0.09833507,0.12817986,0.22668707,0,0.22441705,0,0,0,0.18832712,0,0,0.2725559,0,0.16718523,0.106066324,0.20445988,0,0.1700739,0.03839602,0,0,0,0,0,0,0.12837934,0.27463612,0,0,0,0,0,0.50907457,0.61055034,0,0,0.02554521,0,0.7347004,0.07153092
csm5mcum,0,0,0.6466745,0,0.09344712,0.21703558,0.7875623,0,0,0,1.0425575,0,0,1.1203165,0,0,0,0.07066663,0.6397724,1.0363864,0,0,0,0.7102359,0,0,0.29161394,0.7694129,0.18857545,0,0,0,0,1.1099852,1.0703173,0,0,0,0.5406316,0,0.25846666,1.251154,0,0.9531508,0.29469296,0,0,0,0,0.075687125,0.69367033,2.312939,0,0.022214882,0,0.7905018,0,0.24723446,0,0,0.20790994,1.020456,0.83507735,0.0862326,0,0,0.11525239,1.0414966,0,0,0,0,0,0,1.2543558,0,0,0,0,0,0,0.57637453,0.3746504,0.60118467,1.1792744,0.1120075,0,0.117818564,0.1446291,1.223865,0.65007466,0,0,0,0,0.8746116,0.030344777,0,0,0,0.76856816,0.19467652,0.6962196,0,0.007417893,0,1.2591062,0.11319282,0,0.5615759
hsm7cz22,0.19013909,0.1288949,0.18102172,0,0.23173144,0,0.08555566,0.3428023,0.32874128,0,0,0.42700818,0.22702064,0,0.2588663,0,0.2351464,0,0.13404521,0,0,0.26464278,0.4163282,0.1430719,0,0.19957428,0.069836706,0,0,0.6844083,0.2541203,0,0,0.111175105,0.21024111,0.62992823,0.1533423,0,0.05631195,0.5879869,0,0.45075893,0.02106455,0.35200688,0.39962712,0.3886823,0,0,0,0,0,0,0.13259318,0.48368147,0.3367803,0.41377702,0,0.03959958,0,0.11866858,0.5648766,0.3315488,0,0,0,0.109642565,0,0.2790677,0.17569405,0,0.4914121,0.3493059,0.4330423,0,0.012828829,0.36036742,0.026506152,0,0.26462543,0.29395106,0,0,0.103278995,0.023148283,0.10926702,0.31930387,0,0.042935915,0.11263457,0.086166374,0.19897284,0,0,0.29864997,0,0.012393229,0,0,0,0,0,0,0.14381388,0.42437667,0,0.009270839,0,0,0.36967832,0
psmb4mc1,0.016812617,0.24837132,0.28715226,0,0.35547242,0,0.10438137,0.14559594,0.31396624,0.1449651,0.012160502,0.24230692,0.21374,0,0.31230924,0,0.16158071,0,0.018766575,0,0,0.28067,0.15081543,0.3420854,0,0.20418265,0.31176347,0,0.00364248,0.15436614,0.30522293,0,0.028105656,0.061569892,0.38115266,0.59735376,0,0.031222954,0.22245196,0.2332972,0.09328154,0.21024774,0.09288895,0.20226997,0.2535545,0.26895854,0,0,0.08470385,0,0,0.03388784,0.15903193,0.44085497,0.2419342,0.44348344,0,0.13370508,0,0.16959386,0.100629464,0.11627044,0,0,0,0.13208826,0,0.32203624,0.24273635,0,0.14148816,0.25109267,0.26669878,0,0.1788834,0.12595853,0,0.0807108,0.16553062,0.21092214,0,0,0.016715154,0.13166656,0,0.49065232,0,0.1902283,0.23303595,0.01596741,0.017820004,0,0,0.34886974,0.024000496,0.111224756,0,0,0,0.053359456,0.005071394,0,0.06138572,0.34742725,0,0,0.007511765,0,0.2417112,0.14549118
psm7j15i,0.054906562,0.28901246,0,0,0,0.03190063,0,0.3303365,0.84654653,0,0.041997164,0.37262848,0.114496544,0,0.46742105,0,0.18385854,0,0.05740054,0,0,0.19936816,0.23319922,0.12820347,0,0.29245323,0.0503599,0,0.14483272,0.7596779,0.45741668,0.12196919,0.054535735,0,0.22433776,0.86044025,0.14527452,0.13502866,0.14856035,0.3854668,0,0.52476966,0.022612087,0.56912416,0.11639337,0.22374861,0,0,0.19618204,0,0,0.20149434,0.29352102,0.6804682,0.42920774,0.73892725,0,0.35828403,0.03154849,0.18678021,0.27256662,0.46058092,0.22111064,0,0,0.007374272,0.19596194,0.6173367,0.45901513,0,0.4460544,0.3135205,0.2881809,0,0.5348457,0.22141404,0,0,0.38214442,0.010297377,0.22299448,0,0,0,0,0.7515968,0,0.072532296,0.25008348,0.003643297,0.41149497,0,0,0.34694397,0,0,0.16697343,0,0,0,0,0,0.275466,0.33809003,0,0,0,0,1.0231302,0.04739426
hsm67vhq,0.07927986,0.20655303,0.23353782,0,0.12611425,0.018744215,0.183523,0.18422979,0.5586967,0,0,0.13274384,0.09203661,0,0.46127096,0,0.10357791,0,0.056892823,0,0,0.22331539,0.16203654,0.2936025,0,0.16407678,0.25549662,0,0.16450088,0.37086853,0.2061789,0,0.06380001,0.06269018,0.3228757,0.60847044,0.1638991,0,0.119714335,0.40304533,0,0.43345064,0.03241055,0.4310574,0.11445047,0.39631075,0,0,0.021301271,0.032621074,0,0,0.22004235,0.57554644,0.14795421,0.46476012,0,0.2366505,0,0.26709592,0.33849704,0.23842293,0,0,0,0,0.001769453,0.28656355,0.35968226,0,0.48452753,0.28918615,0.4456358,0,0.3418408,0.2997706,0,0,0.17506513,0.16714694,0.08270509,0,0.21068887,0.09405099,0.14746012,0.72175086,0,0.159407,0.17041208,0.0936738,0.02660635,0,0,0.4233666,0.040063843,0.047475368,0.082443066,0,0,0,0,0,0.31858963,0.24749614,0,0,0,0,0.40976366,0.14363049
msm79h6j,0,1.8249713,0,0,0,0.8245357,0,0,0,0,0,0,0,0,0.038557738,0,0,1.0994523,0.1992249,0,0,0,0,0,0,0,0,0,1.9886234,0,0,1.0086808,0,0,0,0.93904144,0,0,0,0,0,0,0,1.9098923,0,0,0,0,0,0,0.47157204,0.96022916,0.34129053,0.825041,0,0.83349645,1.0684325,0,1.4702532,0,0,1.1707891,0.3815795,0,2.4069703,0,0,0.8906064,1.7660558,0.2196014,0,0.026937056,0,0,1.5252036,0,0.006404262,0,0,0,1.495939,0.6176578,2.7379236,0,1.36627,0.061177433,0,0.42999777,0.67174864,0,0.11883108,0,0,0,0,0,0,0,0,0,0.8879492,0,1.0904398,0.18003532,0,0.6341257,0.8983616,0.21598819,0.20828535,0
msm79har,0,0.86066264,0,0.26309532,0,0.33348328,0.28699678,0.20103636,0.34239212,0,0.012485236,0.48672283,0,0,0.437771,0,0,0.15358534,0,0,0,0,0,0,1.5203649,0,0,0,1.4606926,0.26524523,0.51612157,0,0,0,0,0.33889544,0.6360649,0.51781857,0,0,0,0.08970493,0,0.99278235,0,0,0,0.058897227,0,0,0,0,0,0.012429746,0,0.88355803,0.7793179,0,0.7898953,0.33740535,0,0.30320662,0.5283095,0,0.1360866,0,0,0.8630956,1.0955781,0.87188387,0.07006231,1.464857,0.8523136,0,1.3776194,0,0.041364204,0,0.6024092,0,1.5430431,0.8838318,1.1089425,0,0.383036,0.10144227,0.057666425,1.0764428,0.8552308,0,0,0.49548817,0,0.759308,0,0,0,0,0.7312622,0,0,0,1.2905753,0.4803947,0,1.0706086,0,0,0.67380077,0
csm79hil,0,1.0775336,0.19526055,0,0,0.86243033,0,0,1.3467277,0,0,0,0,0,0.7179102,0,0,1.1013134,0.24008633,0,0,0,0.49895775,1.6825628,0,1.0682154,0,0,0,1.0782452,0,0,1.0280147,0,0.0770133,0.61902666,0,0.68517417,0,0,0,0.44816327,0,0.41998008,0.83989865,0,0,0,0.75094074,0,0,1.1595166,1.742901,0,1.1317577,0,0.2829035,1.7906511,0,0,0,0.21990384,0.17701417,0,0,0.578297,0,0.063976124,0.2432224,0.6365159,0,0,0.4033304,0.83149415,1.441012,0,0.27660337,1.9469887,0,0,0.6572607,0.87589353,0,0.19933374,0.002903722,0,0,0.26547733,0,0.65037376,1.9629186,0,0,1.6473107,0,0,0.6965832,0,0,0,0,0,0.4778341,1.545902,0,0.771718,0,0,0.05137943,0.08435438
csm67u9n,0.015498102,0.4171285,0.29629812,0,0.5188266,0.1218413,0.001613513,0.18816411,0.8805042,0,0.12033667,0,0,0,0.37713277,0,0,0,0,0,0,0.2286159,0,0.4016115,0,0.38357657,0.25423,0.1390658,0.3041313,0,0.08953401,0.4098351,0.15566154,0.039797697,0,0.6377379,0,0,0.1297249,0,0,0.18682599,0.08151778,0.5967165,0.012360084,0.18284717,0,0,0.03738536,0.04366611,0,0.6267459,0.22315988,0.56240195,0,0.3467537,0,0.5187154,0,0,0,0.17744227,0.14249566,0,0.43476364,0.020512246,0,0.53442603,0.33769792,0,0.6986411,0,0,0,0.48974752,0,0,0.49289423,0.18019435,0,0.01820146,0,0,0,0.13735487,0.49548846,0,0.39393413,0,0.21650064,0.44128135,0,0.1855461,0.008887334,0.062917896,0,0.1794425,0,0,0.2617096,0.39870578,0,0.2733897,0.2953339,0,0,0,0.1649725,0.37556076,0.36857343
msm5lldk,0.30454734,0.42543295,0,0,0.22139147,0,0.035284072,0.47525582,0.17265503,0,1.3224654,0.5202345,0,0,0,0.20828012,0.5740505,0.039991908,0,0,0,0,0.6480512,0,0.35925406,0,0.6397438,0,0,0,1.6954869,0.07675704,0,0.066495456,0,0.15070713,0,0,0,0.68305314,0,0,0,0,0.35439184,0,0,0,1.5424834,0,0,0,0.31548476,0,0.7862862,0.6942309,0,0,0,2.6041121,1.7617664,0.023100369,0,0,0,0.81999236,0,0,0.50888413,0,0,0.43460026,0.014992297,0,0.35372105,0,0.100231715,0,0.4539449,0.3740635,0,1.1694245,0,0.7649197,0,0,0.4719419,0,0.07874881,0,0.23520793,0,0,0,0,0.09312821,0.5831958,1.0550356,0,0,0,0,1.1117096,1.674572,0,0,0,0,0.9428824,0
msm79h5y,0,0.039362434,0.73637646,0,0.2567697,0.022498652,0.40924942,0.0950756,0,0.040861625,0.47776818,0.2065902,0,0.4454422,0.02700717,0,0,0,0.83347017,0,0.023869,0,0.12995325,0.081569746,0,0,0.6787852,0,0.06125785,0.15535861,0.33158717,0,0.002830934,0.21367946,0.27456963,0.2584488,0.89848757,0,0.59061253,0.41538414,0,0.06242103,0,0.10737494,0,0,0,0,0,0.001435187,0,0.12648678,0,0.20036976,0,0.5932272,0,0,0,0.6658748,0.26264518,0.16498472,0.02988515,0,0,0,0,0.3152376,0.25045535,0,0.12435502,0,0,0,0.5040014,0.28920764,0,0,0.066264614,0,0.07595709,0.4498788,0.3670987,0.26158267,0.45538443,0.7923809,0,0,0.42187974,0,0,0,0,0.5100266,0.10729933,0.19416454,0,0.19985807,0,0,0,0.33472297,0.34906375,0.22071819,0,0,0.6335477,0.000838449,0.12728131,0.46604273
csm79hm7,0.41054162,0,0.08602773,0,1.3516713,0,0.06449329,0.6356684,0.19452411,0,0,0.7171915,0.005790702,0.048513796,0.082044944,0,0.15700044,0,0,0,0,0,0.4576965,0,0,0.29807243,0,0.12967926,0.05879342,0.087706715,0.22243771,0,0,0,0,0.5313316,0.11143772,0,0,0.35273403,0,0.3305896,0,0.39803702,0.73514605,0.17428473,0,0,0.12187728,0,0.2646268,0.06718032,0,0.013597135,0.037420943,0.4319928,0,0,0,0,0.21629265,0.5735421,0,0,0,0,0,0,0.061843764,0,0.34026444,0.3845811,0.3901372,0,0,0,0,0,0.23518166,0.026356926,0,0,0,0,0.31775007,0,0.023985904,0.3593169,0,0.010690469,0.5879658,0,0.1204071,0,0,0.15858042,0.34154117,0,0.19525556,0.14734754,0,0.079387784,0.08310302,0.48501316,0.6867644,0.3912357,0,0.14982508,0,0
hsma33px,0.22642955,0,0.007104045,0,0,0.07984595,0.01694099,0.34136015,0.7394364,0,0,0.06902909,0,0,0.4605506,0,0.309407,0,0.15653028,0,0,0.32146654,0.3944474,0.2844341,0,0.18676409,0.27263483,0,0.050107777,0.68060696,0.06141178,0,0.059260175,0.07749654,0.37240264,0.7677117,0.18520978,0,0.17203294,0.68926007,0,0.60837734,0,0.48142475,0.23122795,0.5674145,0,0,0.029151555,0.06387176,0,0,0.30380824,0.6327509,0.22592467,0.59807855,0,0.23158154,0,0.080235414,0.3694956,0.37745374,0,0,0,0,0.2784164,0.21227288,0.45505282,0,0.74467283,0.3868413,0.60999894,0,0.42358315,0.5937165,0.003555063,0,0.21908191,0.20999922,0.039471075,0,0.068240196,0.03879106,0.012958119,0.8683413,0,0.1141327,0.15765071,0.087883055,0.10694358,0,0,0.56882775,0.11967304,0.16852362,0.22510494,0,0,0,0,0,0.27670494,0.074896134,0,0,0,0,0.60505885,0.15438692
hsm5md6w,0,0.108429834,0.42088056,0,0.18407637,0,0.29603088,0.2806756,0.32784554,0.03353106,0.47205475,0.17720908,0.3494589,0,0.21136566,0,0,0,0,0,0,0,0.05633706,0.12671718,0,0.06997273,0.27273646,0,0,0,0.4448256,0,0.12935266,0,0.10512279,0.6016098,0.10067647,0,0.07382685,0.2701052,0,0.11887087,0.18772566,0,0.13841303,0.080373935,0,0,0.17414725,0.04189938,0,0.21757863,0.1338341,0.24994023,0.30651248,0.5848414,0,0,0,0.017473951,0.5410596,0.08737857,0,0,0,0.24799317,0,0.28480422,0.043410208,0,0.1893433,0.118491605,0.22048235,0,0.14781047,0.035429604,0,0,0.22171332,0,0,0.1852888,0,0.09866206,0.065679505,0.24265707,0,0.21638112,0.04312088,0.039542325,0.010108713,0,0,0.08051355,0,0.051654905,0.14028785,0,0,0.07402918,0,0,0.38303593,0.5870465,0,0,0.019271806,0,0.68129647,0.116689205
hsm67vi1,0.06523436,0.23252702,0.32030314,0,0.08972154,0,0.20262872,0.10492445,0.41387764,0,0.046934895,0.22383821,0.14430523,0,0.4074251,0,0.11055718,0,0.047576576,0,0,0.18342689,0.16304937,0.17960133,0,0.0889895,0.27580497,0,0.20688874,0.47670475,0.34102497,0,0.048931733,0.006447047,0.3544927,0.60136575,0.14832051,0,0.13703063,0.42941913,0,0.33922267,0,0.31512073,0.05368364,0.32245713,0,0,0.087224275,0.006362554,0,0,0.21785954,0.64160204,0.20661174,0.50602263,0,0.1774848,0,0.38032198,0.43425587,0.23224486,0,0,0,0,0,0.26766086,0.36378542,0,0.3243333,0.2891102,0.41877544,0,0.29071558,0.226471,0,0,0.1720886,0.11274172,0.12989995,0.14744633,0.31390318,0.19637245,0.15207998,0.6796099,0,0.04876323,0.21076638,0,0.012696892,0,0,0.32583568,0.007868461,0.05656097,0.011492558,0,0,0,0,0,0.32708794,0.3770147,0,0,0.035819545,0,0.4527512,0.12208866
csm5mcxp,0.018344374,0,0.20219499,0,0.42192772,0.09108232,0,0.077848196,0.92672837,0,0.7205155,0.7416339,0.16084012,0,0.26139912,0,0,0,0.52939504,0,0,0,0.67214406,0.79431045,0,0.35664377,0.00467292,0,0,0.5758703,0.14377043,0,0.40704522,0.11509864,0.43751338,0.06769458,0.29663086,0,0.34560013,0.22544266,0,0.28607222,0,0.36855644,0.26115486,0,0,0,0,0.11280231,0,0,0,0.33017772,0.6612859,0.43082634,0,0.30253524,0,0.1253563,0.5322383,0,0.017951854,0,0,0.39487237,0,0.5201112,0.04633497,0,0.07995951,0.15307797,0.046201438,0,0.07307493,0.43686134,0.7842317,0,0.20355289,0.43606323,0,0,0,0.03535079,0,0.7610949,0,0,0.15323767,0.118057884,0.4601664,0,0,0.52036405,0,0,0,0,0,0,0,0,0.26042295,0.46463183,0,0,0,0,0.36525777,0
hsma33lj,0.17211974,0.2742377,0.6023214,0,0.31009138,0.03955351,0.05451917,0,0.10919084,0,0.08456574,0.24545515,0.21958095,0,0.27593303,0,0,0.056347374,0,0,0.068081915,0.30475354,0.08115923,0.033955064,0,0.048860215,0.31359476,0,0.09982927,0.28131583,0.18763125,0,0.26283425,0,0.26185107,0.39814097,0.3799042,0,0.07433067,0.21135122,0,0.24412774,0.24137479,0.24650761,0,0.09552017,0,0,0,0.045448028,0,0.09852247,0.143926,0.48197925,0.32076478,0.64154077,0,0,0,0.14058743,0.3557524,0.25423267,0,0,0.13971661,0,0,0.14621651,0.13801517,0,0.4302076,0,0.41422877,0,0.30452445,0.14957719,0.014357841,0.04072015,0.26635724,0,0.09752516,0.49636635,0.44334888,0.3566612,0.47787303,0.6052426,0,0.12034835,0,0.06337267,0.11770707,0,0,0.3934281,0,0,0,0,0,0,0,0,0.23681071,0.31814483,0,0.033362452,0.19798243,0,0.17243208,0.15191363
msm6j2k4,0.10261889,0.8502749,0.3918638,0,0.16836454,0.34952807,0,0,0.32930726,0,0,0,0,0,0.36205095,0,0,0.115686834,0,0,0.008953292,0.19936045,0,0,0,0,0,0,1.2966976,0.19216153,0.06525634,1.0169163,0.07812724,0,0.04150548,0.5563319,0.049544673,0,0.14174256,0.124194756,0,0,0,0.8255158,0,0.31743822,0,0,0,0,0,0.106593035,0.3166996,0.94915557,0,0.50540125,0,0.11278097,0.57213956,0.15831633,0,0.2027919,0,0,1.0222403,0,0,0.30561,0.7529225,0,0.5369403,0.27658463,0.30944705,0,0.5613313,0,0.0324602,0,0.000362568,0,0.43087634,0.10878953,1.429384,0.1415015,0.5502609,0.48403656,0,0,0.34302327,0.04872484,0.08966469,0,0,0,0.14530939,0,0,0,0,0,0.9114795,0,0.61234075,0.16435373,0,0.059991032,0.3827811,0.15613283,0,0.18755591
hsm67vge,0.17757559,0.38167214,0.3027742,0,0.3740183,0,0,0.17208531,0.58126444,0,0,0.59946495,0.5708148,0,0.19089155,0,0.3397343,0,0,0,0,0.23776314,0,0,0,0.51779145,0.1612346,0,0.16194357,0.22266567,0.60161006,0.54506344,0.038554076,0.062406484,0.24740869,0.6299413,0,0.23083061,0.54800737,0.19670424,0,0.641506,0.088285215,0.2932482,0.12802169,0,0,0,0.14779149,0,0,0,0,0.70739937,0.5505148,0.6545081,0,0,0,0.12229319,0,0,0,0,0,0.16817509,0.005661607,0.5593731,0.17824326,0,0.03488452,0.6223445,0.26025158,0,0,0.07609605,0,0.26414233,0.27226874,0.27274588,0,0,0,0,0,0.11735833,0,0.24980098,0.42085332,0.14410186,0.17229271,0,0.05780782,0,0,0.042591676,0.14192781,0,0,0,0.53145427,0,0.07124065,0.24657284,0,0.21147773,0,0.25191638,0.33300516,0.08539756
csm5mcxv,0,0.25920027,0.4099877,0,0.27114984,0.15879755,0.17785867,0,0.32943052,0,0,0.09968956,0,0,0.36186165,0,0,0,0.16273864,0,0,0,0.06851564,0.0679727,0,0.000139518,0.35888186,0,0.12794223,0.21326116,0.015389394,0,0.2126623,0,0.32001954,0.5756059,0.15085429,0,0.14676034,0.19882746,0,0.40155494,0,0.5325806,0,0.21084896,0,0,0,0.03968489,0,0.004575715,0.17901832,0.56201774,0,0.57005143,0,0.07791759,0,0.30595937,0.2867416,0.3160659,0.0977151,0,0.09400402,0,0,0.25977364,0.48553076,0,0.43982226,0.18543592,0.3791871,0,0.45203915,0.12609348,0,0,0,0,0.15506724,0.2149607,0.4059951,0.23678805,0.3608819,0.73957396,0,0.19488661,0.09298474,0,0,0,0,0.5666341,0.10618149,0.10475986,0,0,0,0,0,0,0.403512,0.37357312,0,0.026049903,0.2546141,0,0.24492508,0.20047304
psm6xbuk,0,0.0518251,0.15519157,0,0,0,0,0,0.8583439,0,0.029370226,1.2166907,0,0,0,0,0,0,1.2874826,0,0.025217824,0.49956864,1.239124,0.56532806,0,0.086560495,0.74672633,0,0,1.9097567,0.03398771,0,0.45788294,0,0.8934542,0.19086555,0,0,0.27562734,1.8039725,0,1.134363,0.012370028,0.22269543,1.0642091,0.18091583,0,0,0,0,0,0,0.6450136,0.5436262,0.52601933,0.8097023,0,0,0,0.4338522,1.1558622,0.8994059,0,0,0,0.38160938,0,0,0.11199917,0,0.21328332,0.0959879,0.6473257,0,0.48575503,0.4331471,0,0,0.5728876,0,0,0,0,0.885723,0.22210072,0.08894294,0.38433233,0,0.22712386,0,0,0,0,0.2088109,0,0.32661742,0,0.2721269,0,0,0,0,0.5646846,0.14870147,0,0,0,0,0,0
hsma33q6,0,0.19306324,0.62347955,0,0.06254028,0,0,0.435319,0.99112576,0,0,0.29911333,0,0,0.68156505,0,0.48804915,0,0.9345707,0.68444777,0,0.4924004,1.2073964,0.35488337,0,0.640849,0,0,0.2282243,0.8236089,0,0,0.07900761,0,0,0,0.038756553,0,0.58686763,1.2258847,0.71508193,0.6011036,0,0.12691812,0.13146469,0.19877253,0,0,0,0.5012112,0,0,0.41992953,0.9965493,0,0.3530613,0,0.5619981,0.098238334,0.10206674,0.8086451,0,0,0,0,0.1532067,0.32221323,0,0.05777014,0.3216952,0.54648525,0.35569125,0.1968705,0,0,0.6323926,0.5948723,0,0.030812472,0.8503773,0,0,0,0,0,0.4356276,0,0.3129055,0,0.31341198,0,0,0,0,0,0.06892038,0,0,0.5975364,0.28668934,0,0,0.42183435,0,0,0,0,0.087775484,0,0
csm9x21r,0,0.029125657,0.3732527,0,0.028240062,0.362624,0,0.36842564,0.51778805,0,0.54861367,0,0.44147584,0.12936804,0.040937856,0,0,0,0,0,0,0,0,0.032465898,0.11339983,0.13399339,0.26059482,0.049506858,0,0,0.19823842,0,0.2364126,0,0,0.68775374,0.25752997,0.004844643,0.1127619,0.16533402,0,0.3230384,0.3078368,0.07559872,0,0,0,0,0,0.06832343,0,0.6362583,0.048807748,0.30046478,0.33792162,0.8127009,0,0,0,0,0.43998176,0.17499815,0.12358516,0,0,0.3077801,0,0.57241803,0,0,0.43461698,0,0.26805556,0,0.22417447,0.18105102,0,0.013723187,0.2590913,0,0,0.1079529,0,0,0.19657609,0.19462158,0,0.3950587,0,0.10100925,0.29681146,0,0,0.24104273,0,0,0.1613996,0,0,0.056138955,0,0,0.5103674,0.72298753,0,0,0.05764532,0,1.115255,0.10919284
hsm7cz1g,0.34150523,0.5372517,0.436258,0,0.421646,0,0,0.0555366,0.5367184,0,0,0.260305,0.13296217,0,0.4443948,0,0,0,0,0,0.01475744,0.37257886,0,0,0,0.18855885,0,0.010654336,0.7145494,0,0.3454258,1.1160043,0.06812268,0,0.09582437,0.62249863,0,0,0.21688299,0.17645618,0,0.2674887,0.051654633,0.3728267,0,0.14571509,0,0,0.09070878,0.012751538,0.001418337,0.16351005,0.09114983,0.58567816,0.19977684,0.37620938,0,0,0,0.05065573,0,0.14143981,0,0,0.5192028,0,0,0.3227982,0.2635822,0,0.17430888,0.13045768,0.13265058,0,0.09953511,0,0,0.3339764,0.2659232,0.00530364,0,0,0.28199026,0.04845144,0.16153239,0.021879748,0,0.23446137,0.39678124,0.2011737,0.044311933,0,0.011871323,0,0,0,0.011035249,0,0,0,1.0230175,0.01707394,0.2553643,0,0,0.17760473,0.042087823,0.30468866,0,0.25769544
hsm6xrul,0,0.122468136,0.8179699,0,0.07357786,0,0.20242238,0,0.3260881,0,0.4946042,0.48740345,0,0.18928924,0.13753475,0,0,0,1.0349602,0,0,0,0.08412308,0,0,0,0.8286386,0,0.08840935,0.4719424,0.37537694,0.036640633,0.13645571,0.4001817,0.23395273,0.48177025,0.7260298,0,0.51949954,0.91566986,0,0.86056703,0,0.24910724,0,0,0,0,0,0.009316515,0,0.02741965,0.023646869,0.38616306,0,0.4134711,0,0,0,1.5220716,0.6974441,0.2733807,0.16804394,0,0,0,0,0.07647917,0.30537915,0,0.22121944,0,0,0,0.7088046,0.47855,0.03839682,0,0,0,0,0.22964042,0.54044497,0.15344857,0.7926632,0.7420974,0,0,0.17369175,0,0.04135271,0,0,0.29985258,0,0.23477566,0,0.41206598,0,0,0,0.13724615,0.68006545,0.23566402,0,0,0.3897441,0,0.15890518,0.5456811
psma269w,0,0.20718528,0,0,0,0.28704947,0,0.5626755,0.53946084,0,0.49293068,0.6978339,0.5536216,0,0.47784615,0.10122279,0.27266106,0,0.35688403,0,0.25627536,0.24162766,0.6075133,0.5782023,0,0.3070753,0.4522378,0,0,0,0.42100185,0,0,0.40046278,1.220508,0.26243302,0.02452746,0.12662938,0.27487916,0.39362106,0.9597591,0.3399465,0.68648636,0.39539558,0,0,0,0,0,0.20578524,0.039786354,0.5036042,0,1.0353272,1.0296583,0.78354985,0,0,0,0.8052866,0,0,0.008256108,0,0,0.40791744,0.73824626,1.5693848,0,0,0.14597161,0.322252,0.4040816,0,0.18797034,0,0,0,0.56735456,0.35628134,0,0,0,0,0,0.5929148,0,0.50471663,1.0498233,0.44973382,0,0,0,0.921032,0,0,0,0,0,0.20418969,0.096489385,0,0.20937519,0.27371654,0,0,0.5037403,0.3444568,0.36363852,0
